run_id,source_id,sector,ulvz_instance_id,body_index,position_id,base_position_id,latitude_deg,longitude_deg,family_id,parameter_source,old_type,old_tier,source_role,radius_km,thickness_km,dVs_percent,dVp_percent,dRho_percent,lateral_taper_km,top_taper_km,evidence_source
SRC037_TRIULVZ,SRC037,B,ULVZ006,2,B_G07,G07,-41.29820323,-35.04531474,F_legacy_anchor,legacy_parameter_anchor,C2,core,core,655.0000,15.0000,-20.0000,0.0000,0.0000,0.0000,0.0000,A+ production type provenance
SRC038_TRIULVZ,SRC038,B,ULVZ073,2,B_G01,G01,-40.85466479,-30.83981523,F_p_control,family_interpolant,NONE,,project_sensitivity,400.0000,15.0000,-25.0000,-11.9318,0.0000,0.0000,0.0000,results/ulvz_ml_parameter_value_redesign_20260814T153654Z
SRC039_TRIULVZ,SRC039,B,ULVZ064,2,B_G08,G08,-43.20354590,-28.23813616,F_p_control,family_interpolant,NONE,,project_sensitivity,400.0000,15.0000,-25.0000,-5.7955,0.0000,0.0000,0.0000,results/ulvz_ml_parameter_value_redesign_20260814T153654Z
SRC040_TRIULVZ,SRC040,B,ULVZ126,2,B_G05,G05,-48.26164894,-40.32564815,F_small_medium_tradeoff,survey_family_sample,NONE,,project_sensitivity,333.6765,15.5882,-24.4118,0.0000,0.0000,0.0000,0.0000,batch_02::B02-E104; project sensitivity assumption after location decoupling
SRC041_TRIULVZ,SRC041,B,ULVZ087,2,B_G02,G02,-43.74113282,-32.58662529,F_small_thickness_velocity,family_interpolant,NONE,,project_sensitivity,240.0000,14.3182,-24.3182,0.0000,0.0000,0.0000,0.0000,batch_02::B02-E152; batch_02::B02-E104
SRC042_TRIULVZ,SRC042,B,ULVZ100,2,B_G04,G04,-45.53792330,-36.03605854,F_density_sensitivity,survey_family_sample,NONE,,project_sensitivity,240.0000,15.0000,-20.0000,0.0000,0.5882,0.0000,0.0000,S04_DRHO10/S05_DRHO20; density is sensitivity input
SRC043_TRIULVZ,SRC043,B,ULVZ027,2,B_G08,G08,-43.20354590,-28.23813616,F_legacy_anchor,legacy_parameter_anchor,H2,heldout,heldout,400.0000,15.0000,-25.0000,-15.0000,0.0000,0.0000,0.0000,A+ production type provenance
SRC044_TRIULVZ,SRC044,B,ULVZ070,2,B_G05,G05,-48.26164894,-40.32564815,F_p_control,family_interpolant,NONE,,project_sensitivity,400.0000,15.0000,-25.0000,-9.8864,0.0000,0.0000,0.0000,results/ulvz_ml_parameter_value_redesign_20260814T153654Z
SRC045_TRIULVZ,SRC045,B,ULVZ102,2,B_G06,G06,-50.19019001,-43.84549898,F_density_sensitivity,survey_family_sample,NONE,,project_sensitivity,240.0000,15.0000,-20.0000,0.0000,2.9412,0.0000,0.0000,S04_DRHO10/S05_DRHO20; density is sensitivity input
SRC046_TRIULVZ,SRC046,B,ULVZ099,2,B_G06,G06,-50.19019001,-43.84549898,F_small_thickness_velocity,family_interpolant,NONE,,project_sensitivity,240.0000,19.7727,-29.7727,0.0000,0.0000,0.0000,0.0000,batch_02::B02-E152; batch_02::B02-E104
SRC047_TRIULVZ,SRC047,B,ULVZ061,2,B_G07,G07,-41.29820323,-35.04531474,F_p_control,family_interpolant,NONE,,project_sensitivity,400.0000,15.0000,-25.0000,-3.7500,0.0000,0.0000,0.0000,results/ulvz_ml_parameter_value_redesign_20260814T153654Z
SRC048_TRIULVZ,SRC048,B,ULVZ002,2,B_G01,G01,-40.85466479,-30.83981523,F_legacy_anchor,legacy_parameter_anchor,C1,core,core,240.0000,15.0000,-20.0000,0.0000,0.0000,0.0000,0.0000,A+ production type provenance
SRC049_TRIULVZ,SRC049,B,ULVZ133,2,B_G06,G06,-50.19019001,-43.84549898,F_small_medium_tradeoff,survey_family_sample,NONE,,project_sensitivity,446.9118,19.7059,-20.2941,0.0000,0.0000,0.0000,0.0000,batch_02::B02-E104; project sensitivity assumption after location decoupling
SRC050_TRIULVZ,SRC050,B,ULVZ142,2,B_G03,G03,-38.91690376,-27.78430053,F_mega_height,survey_family_sample,NONE,,project_sensitivity,655.0000,32.5000,-20.0000,0.0000,0.0000,0.0000,0.0000,batch_02::B02-E065; pilot::E004
SRC001_TRIULVZ,SRC001,C,ULVZ090,3,C_G04,G04,45.53792330,-36.03605854,F_small_thickness_velocity,family_interpolant,NONE,,project_sensitivity,240.0000,15.6818,-25.6818,0.0000,0.0000,0.0000,0.0000,batch_02::B02-E152; batch_02::B02-E104
SRC002_TRIULVZ,SRC002,C,ULVZ106,3,C_G05,G05,48.26164894,-40.32564815,F_density_sensitivity,survey_family_sample,NONE,,project_sensitivity,240.0000,15.0000,-20.0000,0.0000,7.6471,0.0000,0.0000,S04_DRHO10/S05_DRHO20; density is sensitivity input
SRC003_TRIULVZ,SRC003,C,ULVZ081,3,C_G06,G06,50.19019001,-43.84549898,F_small_thickness_velocity,family_interpolant,NONE,,project_sensitivity,240.0000,11.5909,-21.5909,0.0000,0.0000,0.0000,0.0000,batch_02::B02-E152; batch_02::B02-E104
SRC004_TRIULVZ,SRC004,C,ULVZ138,3,C_G08,G08,39.86439939,-33.21280998,F_mega_height,survey_family_sample,NONE,,project_sensitivity,655.0000,24.2647,-20.0000,0.0000,0.0000,0.0000,0.0000,batch_02::B02-E065; pilot::E004
SRC005_TRIULVZ,SRC005,C,ULVZ001,3,C_G07,G07,44.71634893,-30.05173316,F_legacy_anchor,legacy_parameter_anchor,C1,core,core,240.0000,15.0000,-20.0000,0.0000,0.0000,0.0000,0.0000,A+ production type provenance
SRC006_TRIULVZ,SRC006,C,ULVZ093,3,C_G03,G03,38.91690376,-27.78430053,F_small_thickness_velocity,family_interpolant,NONE,,project_sensitivity,240.0000,17.0455,-27.0455,0.0000,0.0000,0.0000,0.0000,batch_02::B02-E152; batch_02::B02-E104
SRC007_TRIULVZ,SRC007,C,ULVZ047,3,C_G03,G03,38.91690376,-27.78430053,F_small_dvs,family_interpolant,NONE,,project_sensitivity,240.0000,15.0000,-22.2727,0.0000,0.0000,0.0000,0.0000,results/ulvz_ml_parameter_value_redesign_upgrade_20260814T162404Z
SRC008_TRIULVZ,SRC008,C,ULVZ016,3,C_G02,G02,43.05301016,-33.58525590,F_legacy_anchor,legacy_parameter_anchor,C6,core,core,240.0000,15.0000,-10.0000,0.0000,0.0000,0.0000,0.0000,A+ production type provenance
SRC009_TRIULVZ,SRC009,C,ULVZ023,3,C_G08,G08,39.86439939,-33.21280998,F_legacy_anchor,legacy_parameter_anchor,H1,heldout,heldout,240.0000,50.0000,-30.0000,0.0000,0.0000,0.0000,0.0000,A+ production type provenance
SRC010_TRIULVZ,SRC010,C,ULVZ136,3,C_G07,G07,44.71634893,-30.05173316,F_mega_height,survey_family_sample,NONE,,project_sensitivity,655.0000,20.1471,-20.0000,0.0000,0.0000,0.0000,0.0000,batch_02::B02-E065; pilot::E004
SRC011_TRIULVZ,SRC011,C,ULVZ085,3,C_G07,G07,44.71634893,-30.05173316,F_small_thickness_velocity,family_interpolant,NONE,,project_sensitivity,240.0000,13.4091,-23.4091,0.0000,0.0000,0.0000,0.0000,batch_02::B02-E152; batch_02::B02-E104
SRC012_TRIULVZ,SRC012,C,ULVZ055,3,C_G01,G01,41.51905367,-29.84667315,F_small_dvs,family_interpolant,NONE,,project_sensitivity,240.0000,15.0000,-29.5455,0.0000,0.0000,0.0000,0.0000,results/ulvz_ml_parameter_value_redesign_upgrade_20260814T162404Z
SRC013_TRIULVZ,SRC013,C,ULVZ004,3,C_G08,G08,39.86439939,-33.21280998,F_legacy_anchor,legacy_parameter_anchor,C2,core,core,655.0000,15.0000,-20.0000,0.0000,0.0000,0.0000,0.0000,A+ production type provenance
SRC014_TRIULVZ,SRC014,C,ULVZ062,3,C_G06,G06,50.19019001,-43.84549898,F_p_control,family_interpolant,NONE,,project_sensitivity,400.0000,15.0000,-25.0000,-4.4318,0.0000,0.0000,0.0000,results/ulvz_ml_parameter_value_redesign_20260814T153654Z
SRC015_TRIULVZ,SRC015,C,ULVZ019,3,C_G03,G03,38.91690376,-27.78430053,F_legacy_anchor,legacy_parameter_anchor,C7,core,core,240.0000,15.0000,-30.0000,0.0000,0.0000,0.0000,0.0000,A+ production type provenance
SRC016_TRIULVZ,SRC016,C,ULVZ115,3,C_G08,G08,39.86439939,-33.21280998,F_density_sensitivity,survey_family_sample,NONE,,project_sensitivity,240.0000,15.0000,-20.0000,0.0000,18.2353,0.0000,0.0000,S04_DRHO10/S05_DRHO20; density is sensitivity input
SRC017_TRIULVZ,SRC017,C,ULVZ020,3,C_G02,G02,43.05301016,-33.58525590,F_legacy_anchor,legacy_parameter_anchor,C7,core,core,240.0000,15.0000,-30.0000,0.0000,0.0000,0.0000,0.0000,A+ production type provenance
SRC018_TRIULVZ,SRC018,C,ULVZ063,3,C_G06,G06,50.19019001,-43.84549898,F_p_control,family_interpolant,NONE,,project_sensitivity,400.0000,15.0000,-25.0000,-5.1136,0.0000,0.0000,0.0000,results/ulvz_ml_parameter_value_redesign_20260814T153654Z
SRC019_TRIULVZ,SRC019,C,ULVZ095,3,C_G08,G08,39.86439939,-33.21280998,F_small_thickness_velocity,family_interpolant,NONE,,project_sensitivity,240.0000,17.9545,-27.9545,0.0000,0.0000,0.0000,0.0000,batch_02::B02-E152; batch_02::B02-E104
SRC020_TRIULVZ,SRC020,C,ULVZ134,3,C_G03,G03,38.91690376,-27.78430053,F_mega_height,survey_family_sample,NONE,,project_sensitivity,655.0000,16.0294,-20.0000,0.0000,0.0000,0.0000,0.0000,batch_02::B02-E065; pilot::E004
SRC021_TRIULVZ,SRC021,C,ULVZ080,3,C_G02,G02,43.05301016,-33.58525590,F_small_thickness_velocity,family_interpolant,NONE,,project_sensitivity,240.0000,11.1364,-21.1364,0.0000,0.0000,0.0000,0.0000,batch_02::B02-E152; batch_02::B02-E104
SRC022_TRIULVZ,SRC022,C,ULVZ022,3,C_G04,G04,45.53792330,-36.03605854,F_legacy_anchor,legacy_parameter_anchor,H1,heldout,heldout,240.0000,50.0000,-30.0000,0.0000,0.0000,0.0000,0.0000,A+ production type provenance
SRC023_TRIULVZ,SRC023,C,ULVZ007,3,C_G05,G05,48.26164894,-40.32564815,F_legacy_anchor,legacy_parameter_anchor,C3,core,core,655.0000,50.0000,-20.0000,0.0000,0.0000,0.0000,0.0000,A+ production type provenance
SRC024_TRIULVZ,SRC024,C,ULVZ032,3,C_G04,G04,45.53792330,-36.03605854,F_legacy_anchor,legacy_parameter_anchor,X2,challenge,challenge,240.0000,15.0000,-40.0000,0.0000,0.0000,0.0000,0.0000,A+ production type provenance
SRC025_TRIULVZ,SRC025,C,ULVZ042,3,C_G05,G05,48.26164894,-40.32564815,F_small_dvs,family_interpolant,NONE,,project_sensitivity,240.0000,15.0000,-17.7273,0.0000,0.0000,0.0000,0.0000,results/ulvz_ml_parameter_value_redesign_upgrade_20260814T162404Z
SRC026_TRIULVZ,SRC026,C,ULVZ104,3,C_G04,G04,45.53792330,-36.03605854,F_density_sensitivity,survey_family_sample,NONE,,project_sensitivity,240.0000,15.0000,-20.0000,0.0000,5.2941,0.0000,0.0000,S04_DRHO10/S05_DRHO20; density is sensitivity input
SRC027_TRIULVZ,SRC027,C,ULVZ121,3,C_G06,G06,50.19019001,-43.84549898,F_small_medium_tradeoff,survey_family_sample,NONE,,project_sensitivity,252.7941,12.6471,-27.3529,0.0000,0.0000,0.0000,0.0000,batch_02::B02-E104; project sensitivity assumption after location decoupling
SRC028_TRIULVZ,SRC028,C,ULVZ051,3,C_G03,G03,38.91690376,-27.78430053,F_small_dvs,family_interpolant,NONE,,project_sensitivity,240.0000,15.0000,-25.9091,0.0000,0.0000,0.0000,0.0000,results/ulvz_ml_parameter_value_redesign_upgrade_20260814T162404Z
SRC029_TRIULVZ,SRC029,C,ULVZ078,3,C_G07,G07,44.71634893,-30.05173316,F_small_thickness_velocity,family_interpolant,NONE,,project_sensitivity,240.0000,10.2273,-20.2273,0.0000,0.0000,0.0000,0.0000,batch_02::B02-E152; batch_02::B02-E104
SRC030_TRIULVZ,SRC030,C,ULVZ124,3,C_G01,G01,41.51905367,-29.84667315,F_small_medium_tradeoff,survey_family_sample,NONE,,project_sensitivity,301.3235,14.4118,-25.5882,0.0000,0.0000,0.0000,0.0000,batch_02::B02-E104; project sensitivity assumption after location decoupling
SRC031_TRIULVZ,SRC031,C,ULVZ131,3,C_G07,G07,44.71634893,-30.05173316,F_small_medium_tradeoff,survey_family_sample,NONE,,project_sensitivity,414.5588,18.5294,-21.4706,0.0000,0.0000,0.0000,0.0000,batch_02::B02-E104; project sensitivity assumption after location decoupling
SRC032_TRIULVZ,SRC032,C,ULVZ137,3,C_G04,G04,45.53792330,-36.03605854,F_mega_height,survey_family_sample,NONE,,project_sensitivity,655.0000,22.2059,-20.0000,0.0000,0.0000,0.0000,0.0000,batch_02::B02-E065; pilot::E004
SRC033_TRIULVZ,SRC033,C,ULVZ148,3,C_G06,G06,50.19019001,-43.84549898,F_mega_height,survey_family_sample,NONE,,project_sensitivity,655.0000,44.8529,-20.0000,0.0000,0.0000,0.0000,0.0000,batch_02::B02-E065; pilot::E004
SRC034_TRIULVZ,SRC034,C,ULVZ128,3,C_G06,G06,50.19019001,-43.84549898,F_small_medium_tradeoff,survey_family_sample,NONE,,project_sensitivity,366.0294,16.7647,-23.2353,0.0000,0.0000,0.0000,0.0000,batch_02::B02-E104; project sensitivity assumption after location decoupling
SRC035_TRIULVZ,SRC035,C,ULVZ149,3,C_G05,G05,48.26164894,-40.32564815,F_mega_height,survey_family_sample,NONE,,project_sensitivity,655.0000,46.9118,-20.0000,0.0000,0.0000,0.0000,0.0000,batch_02::B02-E065; pilot::E004
SRC036_TRIULVZ,SRC036,C,ULVZ067,3,C_G02,G02,43.05301016,-33.58525590,F_p_control,family_interpolant,NONE,,project_sensitivity,400.0000,15.0000,-25.0000,-7.8409,0.0000,0.0000,0.0000,results/ulvz_ml_parameter_value_redesign_20260814T153654Z
SRC037_TRIULVZ,SRC037,C,ULVZ065,3,C_G03,G03,38.91690376,-27.78430053,F_p_control,family_interpolant,NONE,,project_sensitivity,400.0000,15.0000,-25.0000,-6.4773,0.0000,0.0000,0.0000,results/ulvz_ml_parameter_value_redesign_20260814T153654Z
SRC038_TRIULVZ,SRC038,C,ULVZ103,3,C_G07,G07,44.71634893,-30.05173316,F_density_sensitivity,survey_family_sample,NONE,,project_sensitivity,240.0000,15.0000,-20.0000,0.0000,4.1176,0.0000,0.0000,S04_DRHO10/S05_DRHO20; density is sensitivity input
SRC039_TRIULVZ,SRC039,C,ULVZ094,3,C_G02,G02,43.05301016,-33.58525590,F_small_thickness_velocity,family_interpolant,NONE,,project_sensitivity,240.0000,17.5000,-27.5000,0.0000,0.0000,0.0000,0.0000,batch_02::B02-E152; batch_02::B02-E104
SRC040_TRIULVZ,SRC040,C,ULVZ044,3,C_G01,G01,41.51905367,-29.84667315,F_small_dvs,family_interpolant,NONE,,project_sensitivity,240.0000,15.0000,-19.5455,0.0000,0.0000,0.0000,0.0000,results/ulvz_ml_parameter_value_redesign_upgrade_20260814T162404Z
SRC041_TRIULVZ,SRC041,C,ULVZ037,3,C_G02,G02,43.05301016,-33.58525590,F_small_dvs,family_interpolant,NONE,,project_sensitivity,240.0000,15.0000,-13.1818,0.0000,0.0000,0.0000,0.0000,results/ulvz_ml_parameter_value_redesign_upgrade_20260814T162404Z
SRC042_TRIULVZ,SRC042,C,ULVZ145,3,C_G06,G06,50.19019001,-43.84549898,F_mega_height,survey_family_sample,NONE,,project_sensitivity,655.0000,38.6765,-20.0000,0.0000,0.0000,0.0000,0.0000,batch_02::B02-E065; pilot::E004
SRC043_TRIULVZ,SRC043,C,ULVZ048,3,C_G02,G02,43.05301016,-33.58525590,F_small_dvs,family_interpolant,NONE,,project_sensitivity,240.0000,15.0000,-23.1818,0.0000,0.0000,0.0000,0.0000,results/ulvz_ml_parameter_value_redesign_upgrade_20260814T162404Z
SRC044_TRIULVZ,SRC044,C,ULVZ108,3,C_G01,G01,41.51905367,-29.84667315,F_density_sensitivity,survey_family_sample,NONE,,project_sensitivity,240.0000,15.0000,-20.0000,0.0000,10.0000,0.0000,0.0000,S04_DRHO10/S05_DRHO20; density is sensitivity input
SRC045_TRIULVZ,SRC045,C,ULVZ036,3,C_G05,G05,48.26164894,-40.32564815,F_small_dvs,family_interpolant,NONE,,project_sensitivity,240.0000,15.0000,-12.2727,0.0000,0.0000,0.0000,0.0000,results/ulvz_ml_parameter_value_redesign_upgrade_20260814T162404Z
SRC046_TRIULVZ,SRC046,C,ULVZ033,3,C_G05,G05,48.26164894,-40.32564815,F_legacy_anchor,legacy_parameter_anchor,X2,challenge,challenge,240.0000,15.0000,-40.0000,0.0000,0.0000,0.0000,0.0000,A+ production type provenance
SRC047_TRIULVZ,SRC047,C,ULVZ040,3,C_G08,G08,39.86439939,-33.21280998,F_small_dvs,family_interpolant,NONE,,project_sensitivity,240.0000,15.0000,-15.9091,0.0000,0.0000,0.0000,0.0000,results/ulvz_ml_parameter_value_redesign_upgrade_20260814T162404Z
SRC048_TRIULVZ,SRC048,C,ULVZ028,3,C_G01,G01,41.51905367,-29.84667315,F_legacy_anchor,legacy_parameter_anchor,X1,challenge,challenge,655.0000,50.0000,-30.0000,0.0000,0.0000,0.0000,0.0000,A+ production type provenance
SRC049_TRIULVZ,SRC049,C,ULVZ054,3,C_G08,G08,39.86439939,-33.21280998,F_small_dvs,family_interpolant,NONE,,project_sensitivity,240.0000,15.0000,-28.6364,0.0000,0.0000,0.0000,0.0000,results/ulvz_ml_parameter_value_redesign_upgrade_20260814T162404Z
SRC050_TRIULVZ,SRC050,C,ULVZ150,3,C_G03,G03,38.91690376,-27.78430053,F_mega_height,survey_family_sample,NONE,,project_sensitivity,655.0000,48.9706,-20.0000,0.0000,0.0000,0.0000,0.0000,batch_02::B02-E065; pilot::E004
