source_i,source_j,absolute_tensor_correlation,mechanism_distance
SRC015,SRC049,0.69078533,0.30921467
SRC015,SRC050,0.18796590,0.81203410
SRC016,SRC017,0.85817316,0.14182684
SRC016,SRC018,0.45087923,0.54912077
SRC016,SRC019,0.89555616,0.10444384
SRC016,SRC020,0.49627509,0.50372491
SRC016,SRC021,0.48127724,0.51872276
SRC016,SRC022,0.19200081,0.80799919
SRC016,SRC023,0.21504300,0.78495700
SRC016,SRC024,0.38985631,0.61014369
SRC016,SRC025,0.23181207,0.76818793
SRC016,SRC026,0.07991441,0.92008559
SRC016,SRC027,0.21590335,0.78409665
SRC016,SRC028,0.41955589,0.58044411
SRC016,SRC029,0.46033507,0.53966493
SRC016,SRC030,0.61684696,0.38315304
SRC016,SRC031,0.21746436,0.78253564
SRC016,SRC032,0.06917268,0.93082732
SRC016,SRC033,0.88082760,0.11917240
SRC016,SRC034,0.20922021,0.79077979
SRC016,SRC035,0.48597827,0.51402173
SRC016,SRC036,0.40885561,0.59114439
SRC016,SRC037,0.37587682,0.62412318
SRC016,SRC038,0.29123466,0.70876534
SRC016,SRC039,0.10974648,0.89025352
SRC016,SRC040,0.12753180,0.87246820
SRC016,SRC041,0.36913858,0.63086142
SRC016,SRC042,0.19918790,0.80081210
SRC016,SRC043,0.32044143,0.67955857
SRC016,SRC044,0.19113269,0.80886731
SRC016,SRC045,0.40788239,0.59211761
SRC016,SRC046,0.30519201,0.69480799
SRC016,SRC047,0.05128412,0.94871588
SRC016,SRC048,0.40335399,0.59664601
SRC016,SRC049,0.34075648,0.65924352
SRC016,SRC050,0.18476577,0.81523423
SRC017,SRC018,0.33074081,0.66925919
SRC017,SRC019,0.55302257,0.44697743
SRC017,SRC020,0.86336276,0.13663724
SRC017,SRC021,0.51488705,0.48511295
SRC017,SRC022,0.21697703,0.78302297
SRC017,SRC023,0.06862971,0.93137029
SRC017,SRC024,0.79046014,0.20953986
SRC017,SRC025,0.00542526,0.99457474
SRC017,SRC026,0.42913470,0.57086530
SRC017,SRC027,0.06438803,0.93561197
SRC017,SRC028,0.27883218,0.72116782
SRC017,SRC029,0.34926315,0.65073685
SRC017,SRC030,0.40399227,0.59600773
SRC017,SRC031,0.03045338,0.96954662
SRC017,SRC032,0.18280587,0.81719413
SRC017,SRC033,0.94494617,0.05505383
SRC017,SRC034,0.00796772,0.99203228
SRC017,SRC035,0.64960942,0.35039058
SRC017,SRC036,0.20633637,0.79366363
SRC017,SRC037,0.15146928,0.84853072
SRC017,SRC038,0.31451434,0.68548566
SRC017,SRC039,0.35086792,0.64913208
SRC017,SRC040,0.17273983,0.82726017
SRC017,SRC041,0.48476100,0.51523900
SRC017,SRC042,0.21551185,0.78448815
SRC017,SRC043,0.07988046,0.92011954
SRC017,SRC044,0.23368056,0.76631944
SRC017,SRC045,0.34928577,0.65071423
SRC017,SRC046,0.49197693,0.50802307
SRC017,SRC047,0.01296955,0.98703045
SRC017,SRC048,0.54489969,0.45510031
SRC017,SRC049,0.51707685,0.48292315
SRC017,SRC050,0.19393031,0.80606969
SRC018,SRC019,0.39676597,0.60323403
SRC018,SRC020,0.19341489,0.80658511
SRC018,SRC021,0.48006537,0.51993463
SRC018,SRC022,0.14572531,0.85427469
SRC018,SRC023,0.81906142,0.18093858
SRC018,SRC024,0.17448750,0.82551250
SRC018,SRC025,0.92769862,0.07230138
SRC018,SRC026,0.06694161,0.93305839
SRC018,SRC027,0.62376917,0.37623083
SRC018,SRC028,0.11723146,0.88276854
SRC018,SRC029,0.54642771,0.45357229
SRC018,SRC030,0.70949211,0.29050789
SRC018,SRC031,0.87148602,0.12851398
SRC018,SRC032,0.58616744,0.41383256
SRC018,SRC033,0.12654542,0.87345458
SRC018,SRC034,0.66442455,0.33557545
SRC018,SRC035,0.69817184,0.30182816
SRC018,SRC036,0.40296070,0.59703930
SRC018,SRC037,0.51461616,0.48538384
SRC018,SRC038,0.33676049,0.66323951
SRC018,SRC039,0.72285468,0.27714532
SRC018,SRC040,0.20009479,0.79990521
SRC018,SRC041,0.16841765,0.83158235
SRC018,SRC042,0.67964013,0.32035987
SRC018,SRC043,0.47690952,0.52309048
SRC018,SRC044,0.07660764,0.92339236
SRC018,SRC045,0.96443797,0.03556203
SRC018,SRC046,0.06356509,0.93643491
SRC018,SRC047,0.32004796,0.67995204
SRC018,SRC048,0.03446227,0.96553773
SRC018,SRC049,0.10272327,0.89727673
SRC018,SRC050,0.26063117,0.73936883
SRC019,SRC020,0.06958655,0.93041345
SRC019,SRC021,0.34149888,0.65850112
SRC019,SRC022,0.24447592,0.75552408
SRC019,SRC023,0.17757828,0.82242172
SRC019,SRC024,0.05952910,0.94047090
SRC019,SRC025,0.31040392,0.68959608
SRC019,SRC026,0.51206855,0.48793145
SRC019,SRC027,0.40065778,0.59934222
SRC019,SRC028,0.55907840,0.44092160
SRC019,SRC029,0.52471954,0.47528046
SRC019,SRC030,0.70657032,0.29342968
SRC019,SRC031,0.21835904,0.78164096
SRC019,SRC032,0.24667920,0.75332080
SRC019,SRC033,0.66370645,0.33629355
SRC019,SRC034,0.40607802,0.59392198
SRC019,SRC035,0.24618631,0.75381369
SRC019,SRC036,0.45980255,0.54019745
SRC019,SRC037,0.49312897,0.50687103
SRC019,SRC038,0.17419649,0.82580351
SRC019,SRC039,0.10062233,0.89937767
SRC019,SRC040,0.44890811,0.55109189
SRC019,SRC041,0.27772246,0.72227754
SRC019,SRC042,0.01276763,0.98723237
SRC019,SRC043,0.43214556,0.56785444
SRC019,SRC044,0.25321612,0.74678388
SRC019,SRC045,0.28269582,0.71730418
SRC019,SRC046,0.01616692,0.98383308
SRC019,SRC047,0.21654849,0.78345151
SRC019,SRC048,0.18246514,0.81753486
SRC019,SRC049,0.08788109,0.91211891
SRC019,SRC050,0.26365778,0.73634222
SRC020,SRC021,0.39051657,0.60948343
SRC020,SRC022,0.14801893,0.85198107
SRC020,SRC023,0.01515963,0.98484037
SRC020,SRC024,0.98006446,0.01993554
SRC020,SRC025,0.16216277,0.83783723
SRC020,SRC026,0.81785302,0.18214698
SRC020,SRC027,0.18983589,0.81016411
SRC020,SRC028,0.05082390,0.94917610
SRC020,SRC029,0.06528560,0.93471440
SRC020,SRC030,0.06430000,0.93570000
SRC020,SRC031,0.05649727,0.94350273
SRC020,SRC032,0.39362721,0.60637279
SRC020,SRC033,0.71090256,0.28909744
SRC020,SRC034,0.27370796,0.72629204
SRC020,SRC035,0.60221998,0.39778002
SRC020,SRC036,0.05786703,0.94213297
SRC020,SRC037,0.15240120,0.84759880
SRC020,SRC038,0.17817372,0.82182628
SRC020,SRC039,0.45727797,0.54272203
SRC020,SRC040,0.48893469,0.51106531
SRC020,SRC041,0.33629670,0.66370330
SRC020,SRC042,0.25498441,0.74501559
SRC020,SRC043,0.17590234,0.82409766
SRC020,SRC044,0.10600999,0.89399001
SRC020,SRC045,0.27619087,0.72380913
SRC020,SRC046,0.56412448,0.43587552
SRC020,SRC047,0.12267987,0.87732013
SRC020,SRC048,0.44594153,0.55405847
SRC020,SRC049,0.47628120,0.52371880
SRC020,SRC050,0.00424872,0.99575128
SRC021,SRC022,0.28994651,0.71005349
SRC021,SRC023,0.36270218,0.63729782
SRC021,SRC024,0.36509888,0.63490112
SRC021,SRC025,0.60505392,0.39494608
SRC021,SRC026,0.17024969,0.82975031
SRC021,SRC027,0.53444787,0.46555213
SRC021,SRC028,0.06930419,0.93069581
SRC021,SRC029,0.79413497,0.20586503
SRC021,SRC030,0.32511839,0.67488161
SRC021,SRC031,0.43820872,0.56179128
SRC021,SRC032,0.68218686,0.31781314
SRC021,SRC033,0.65538013,0.34461987
SRC021,SRC034,0.68300357,0.31699643
SRC021,SRC035,0.23651078,0.76348922
SRC021,SRC036,0.86186693,0.13813307
SRC021,SRC037,0.82624764,0.17375236
SRC021,SRC038,0.03008617,0.96991383
SRC021,SRC039,0.87647286,0.12352714
SRC021,SRC040,0.43112543,0.56887457
SRC021,SRC041,0.03873715,0.96126285
SRC021,SRC042,0.14976376,0.85023624
SRC021,SRC043,0.81814481,0.18185519
SRC021,SRC044,0.12192531,0.87807469
SRC021,SRC045,0.38856052,0.61143948
SRC021,SRC046,0.55103320,0.44896680
SRC021,SRC047,0.03320855,0.96679145
SRC021,SRC048,0.49992514,0.50007486
SRC021,SRC049,0.56569784,0.43430216
SRC021,SRC050,0.09388899,0.90611101
SRC022,SRC023,0.43464385,0.56535615
SRC022,SRC024,0.01579129,0.98420871
SRC022,SRC025,0.03312426,0.96687574
SRC022,SRC026,0.08010624,0.91989376
SRC022,SRC027,0.34980551,0.65019449
SRC022,SRC028,0.65856925,0.34143075
SRC022,SRC029,0.13440316,0.86559684
SRC022,SRC030,0.61660617,0.38339383
SRC022,SRC031,0.29035654,0.70964346
SRC022,SRC032,0.52744470,0.47255530
SRC022,SRC033,0.23826604,0.76173396
SRC022,SRC034,0.02704822,0.97295178
SRC022,SRC035,0.29005344,0.70994656
SRC022,SRC036,0.50511596,0.49488404
SRC022,SRC037,0.30528921,0.69471079
SRC022,SRC038,0.39183430,0.60816570
SRC022,SRC039,0.21339074,0.78660926
SRC022,SRC040,0.65574864,0.34425136
SRC022,SRC041,0.45521556,0.54478444
SRC022,SRC042,0.58274960,0.41725040
SRC022,SRC043,0.42647199,0.57352801
SRC022,SRC044,0.88550229,0.11449771
SRC022,SRC045,0.08469166,0.91530834
SRC022,SRC046,0.71500515,0.28499485
SRC022,SRC047,0.83551148,0.16448852
SRC022,SRC048,0.38868040,0.61131960
SRC022,SRC049,0.50408287,0.49591713
SRC022,SRC050,0.51997163,0.48002837
SRC023,SRC024,0.06704710,0.93295290
SRC023,SRC025,0.89248316,0.10751684
SRC023,SRC026,0.08268485,0.91731515
SRC023,SRC027,0.77498150,0.22501850
SRC023,SRC028,0.25062221,0.74937779
SRC023,SRC029,0.61994493,0.38005507
SRC023,SRC030,0.29759207,0.70240793
SRC023,SRC031,0.96662341,0.03337659
SRC023,SRC032,0.24063694,0.75936306
SRC023,SRC033,0.12042568,0.87957432
SRC023,SRC034,0.63501198,0.36498802
SRC023,SRC035,0.43678531,0.56321469
SRC023,SRC036,0.12836889,0.87163111
SRC023,SRC037,0.32940966,0.67059034
SRC023,SRC038,0.52761872,0.47238128
SRC023,SRC039,0.61501268,0.38498732
SRC023,SRC040,0.12472488,0.87527512
SRC023,SRC041,0.11215887,0.88784113
SRC023,SRC042,0.92624041,0.07375959
SRC023,SRC043,0.23072486,0.76927514
SRC023,SRC044,0.56388421,0.43611579
SRC023,SRC045,0.90741166,0.09258834
SRC023,SRC046,0.38757952,0.61242048
SRC023,SRC047,0.74539390,0.25460610
SRC023,SRC048,0.14176418,0.85823582
SRC023,SRC049,0.13805442,0.86194558
SRC023,SRC050,0.51571966,0.48428034
SRC024,SRC025,0.14982012,0.85017988
SRC024,SRC026,0.88548654,0.11451346
SRC024,SRC027,0.30964168,0.69035832
SRC024,SRC028,0.17107771,0.82892229
SRC024,SRC029,0.03197113,0.96802887
SRC024,SRC030,0.05565780,0.94434220
SRC024,SRC031,0.00761449,0.99238551
SRC024,SRC032,0.38050339,0.61949661
SRC024,SRC033,0.61857768,0.38142232
SRC024,SRC034,0.35836503,0.64163497
SRC024,SRC035,0.59267272,0.40732728
SRC024,SRC036,0.06078469,0.93921531
SRC024,SRC037,0.18763746,0.81236254
SRC024,SRC038,0.27238240,0.72761760
SRC024,SRC039,0.46044523,0.53955477
SRC024,SRC040,0.60676378,0.39323622
SRC024,SRC041,0.29159300,0.70840700
SRC024,SRC042,0.36865136,0.63134864
SRC024,SRC043,0.19793241,0.80206759
SRC024,SRC044,0.03191203,0.96808797
SRC024,SRC045,0.30155618,0.69844382
SRC024,SRC046,0.67657565,0.32342435
SRC024,SRC047,0.27145364,0.72854636
SRC024,SRC048,0.51608337,0.48391663
SRC024,SRC049,0.56481180,0.43518820
SRC024,SRC050,0.08214755,0.91785245
SRC025,SRC026,0.31486184,0.68513816
SRC025,SRC027,0.63864032,0.36135968
SRC025,SRC028,0.02542954,0.97457046
SRC025,SRC029,0.62555548,0.37444452
SRC025,SRC030,0.59811713,0.40188287
SRC025,SRC031,0.94355753,0.05644247
SRC025,SRC032,0.41417056,0.58582944
SRC025,SRC033,0.17248805,0.82751195
SRC025,SRC034,0.61084700,0.38915300
SRC025,SRC035,0.46087606,0.53912394
SRC025,SRC036,0.35263349,0.64736651
SRC025,SRC037,0.46242650,0.53757350
SRC025,SRC038,0.31601717,0.68398283
SRC025,SRC039,0.86751539,0.13248461
SRC025,SRC040,0.26822385,0.73177615
SRC025,SRC041,0.01918783,0.98081217
SRC025,SRC042,0.68297349,0.31702651
SRC025,SRC043,0.39516727,0.60483273
SRC025,SRC044,0.23891956,0.76108044
SRC025,SRC045,0.89607603,0.10392397
SRC025,SRC046,0.03981318,0.96018682
SRC025,SRC047,0.40136083,0.59863917
SRC025,SRC048,0.15643053,0.84356947
SRC025,SRC049,0.21739916,0.78260084
SRC025,SRC050,0.35078148,0.64921852
SRC026,SRC027,0.40611093,0.59388907
SRC026,SRC028,0.38389894,0.61610106
SRC026,SRC029,0.23676872,0.76323128
SRC026,SRC030,0.37475886,0.62524114
SRC026,SRC031,0.15778933,0.84221067
SRC026,SRC032,0.44083750,0.55916250
SRC026,SRC033,0.23823368,0.76176632
SRC026,SRC034,0.46302831,0.53697169
SRC026,SRC035,0.37739560,0.62260440
SRC026,SRC036,0.26825014,0.73174986
SRC026,SRC037,0.37976904,0.62023096
SRC026,SRC038,0.10890318,0.89109682
SRC026,SRC039,0.46879486,0.53120514
SRC026,SRC040,0.71150855,0.28849145
SRC026,SRC041,0.12914711,0.87085289
SRC026,SRC042,0.25334553,0.74665447
SRC026,SRC043,0.36501346,0.63498654
SRC026,SRC044,0.10023746,0.89976254
SRC026,SRC045,0.08497092,0.91502908
SRC026,SRC046,0.55331704,0.44668296
SRC026,SRC047,0.27971175,0.72028825
SRC026,SRC048,0.33532154,0.66467846
SRC026,SRC049,0.41951735,0.58048265
SRC026,SRC050,0.16437756,0.83562244
SRC027,SRC028,0.55379107,0.44620893
SRC027,SRC029,0.91906159,0.08093841
SRC027,SRC030,0.05426747,0.94573253
SRC027,SRC031,0.75989081,0.24010919
SRC027,SRC032,0.57111540,0.42888460
SRC027,SRC033,0.36307709,0.63692291
SRC027,SRC034,0.93003546,0.06996454
SRC027,SRC035,0.40157279,0.59842721
SRC027,SRC036,0.52474922,0.47525078
SRC027,SRC037,0.73612296,0.26387704
SRC027,SRC038,0.27255190,0.72744810
SRC027,SRC039,0.47201799,0.52798201
SRC027,SRC040,0.42397111,0.57602889
SRC027,SRC041,0.22153040,0.77846960
SRC027,SRC042,0.84137306,0.15862694
SRC027,SRC043,0.60077723,0.39922277
SRC027,SRC044,0.56202093,0.43797907
SRC027,SRC045,0.75506566,0.24493434
SRC027,SRC046,0.35910458,0.64089542
SRC027,SRC047,0.75304205,0.24695795
SRC027,SRC048,0.04076147,0.95923853
SRC027,SRC049,0.01214069,0.98785931
SRC027,SRC050,0.65879835,0.34120165
SRC028,SRC029,0.46432296,0.53567704
SRC028,SRC030,0.76338488,0.23661512
SRC028,SRC031,0.26734269,0.73265731
SRC028,SRC032,0.13797954,0.86202046
SRC028,SRC033,0.45637947,0.54362053
SRC028,SRC034,0.28932431,0.71067569
SRC028,SRC035,0.41636922,0.58363078
SRC028,SRC036,0.06604601,0.93395399
SRC028,SRC037,0.15372965,0.84627035
SRC028,SRC038,0.26304999,0.73695001
SRC028,SRC039,0.20256206,0.79743794
SRC028,SRC040,0.83729690,0.16270310
SRC028,SRC041,0.82443408,0.17556592
SRC028,SRC042,0.45743388,0.54256612
SRC028,SRC043,0.09213251,0.90786749
SRC028,SRC044,0.86752195,0.13247805
SRC028,SRC045,0.07737446,0.92262554
SRC028,SRC046,0.45353868,0.54646132
SRC028,SRC047,0.76332454,0.23667546
SRC028,SRC048,0.21659688,0.78340312
SRC028,SRC049,0.04512433,0.95487567
SRC028,SRC050,0.89791360,0.10208640
SRC029,SRC030,0.02112585,0.97887415
SRC029,SRC031,0.66110638,0.33889362
SRC029,SRC032,0.65896954,0.34103046
SRC029,SRC033,0.62293162,0.37706838
SRC029,SRC034,0.91695921,0.08304079
SRC029,SRC035,0.25480104,0.74519896
SRC029,SRC036,0.74190975,0.25809025
SRC029,SRC037,0.87642536,0.12357464
SRC029,SRC038,0.04223378,0.95776622
SRC029,SRC039,0.65054602,0.34945398
SRC029,SRC040,0.17803726,0.82196274
SRC029,SRC041,0.26325915,0.73674085
SRC029,SRC042,0.59403058,0.40596942
SRC029,SRC043,0.75003245,0.24996755
SRC029,SRC044,0.38753981,0.61246019
SRC029,SRC045,0.60467481,0.39532519
SRC029,SRC046,0.01963677,0.98036323
SRC029,SRC047,0.51444247,0.48555753
SRC029,SRC048,0.34697674,0.65302326
SRC029,SRC049,0.31676509,0.68323491
SRC029,SRC050,0.57872495,0.42127505
SRC030,SRC031,0.35683806,0.64316194
SRC030,SRC032,0.43081817,0.56918183
SRC030,SRC033,0.40424884,0.59575116
SRC030,SRC034,0.14838715,0.85161285
SRC030,SRC035,0.65375510,0.34624490
SRC030,SRC036,0.27197130,0.72802870
SRC030,SRC037,0.18243628,0.81756372
SRC030,SRC038,0.25991084,0.74008916
SRC030,SRC039,0.59321639,0.40678361
SRC030,SRC040,0.74150908,0.25849092
SRC030,SRC041,0.59761328,0.40238672
SRC030,SRC042,0.04707780,0.95292220
SRC030,SRC043,0.30879874,0.69120126
SRC030,SRC044,0.57055592,0.42944408
SRC030,SRC045,0.52870917,0.47129083
SRC030,SRC046,0.35113632,0.64886368
SRC030,SRC047,0.38142338,0.61857662
SRC030,SRC048,0.01229630,0.98770370
SRC030,SRC049,0.14759288,0.85240712
SRC030,SRC050,0.41914998,0.58085002
SRC031,SRC032,0.29511620,0.70488380
SRC031,SRC033,0.17672513,0.82327487
SRC031,SRC034,0.63211536,0.36788464
SRC031,SRC035,0.36542558,0.63457442
SRC031,SRC036,0.20689834,0.79310166
SRC031,SRC037,0.39666784,0.60333216
SRC031,SRC038,0.31080149,0.68919851
SRC031,SRC039,0.69508268,0.30491732
SRC031,SRC040,0.05111380,0.94888620
SRC031,SRC041,0.22895601,0.77104399
SRC031,SRC042,0.85286076,0.14713924
SRC031,SRC043,0.26366652,0.73633348
SRC031,SRC044,0.52377467,0.47622533
SRC031,SRC045,0.91814435,0.08185565
SRC031,SRC046,0.22228824,0.77771176
SRC031,SRC047,0.66683970,0.33316030
SRC031,SRC048,0.09153432,0.90846568
SRC031,SRC049,0.09590960,0.90409040
SRC031,SRC050,0.59798451,0.40201549
SRC032,SRC033,0.05067405,0.94932595
SRC032,SRC034,0.82483952,0.17516048
SRC032,SRC035,0.70710189,0.29289811
SRC032,SRC036,0.92014209,0.07985791
SRC032,SRC037,0.92106184,0.07893816
SRC032,SRC038,0.05781093,0.94218907
SRC032,SRC039,0.49611353,0.50388647
SRC032,SRC040,0.14160645,0.85839355
SRC032,SRC041,0.37273147,0.62726853
SRC032,SRC042,0.22301869,0.77698131
SRC032,SRC043,0.95690966,0.04309034
SRC032,SRC044,0.33893874,0.66106126
SRC032,SRC045,0.52869496,0.47130504
SRC032,SRC046,0.20393933,0.79606067
SRC032,SRC047,0.07941973,0.92058027
SRC032,SRC048,0.17576202,0.82423798
SRC032,SRC049,0.23300926,0.76699074
SRC032,SRC050,0.01418007,0.98581993
SRC033,SRC034,0.28780249,0.71219751
SRC033,SRC035,0.50421742,0.49578258
SRC033,SRC036,0.40293342,0.59706658
SRC033,SRC037,0.41258368,0.58741632
SRC033,SRC038,0.31559415,0.68440585
SRC033,SRC039,0.45585816,0.54414184
SRC033,SRC040,0.01893876,0.98106124
SRC033,SRC041,0.56019314,0.43980686
SRC033,SRC042,0.01137372,0.98862628
SRC033,SRC043,0.29124302,0.70875698
SRC033,SRC044,0.36186937,0.63813063
SRC033,SRC045,0.11434160,0.88565840
SRC033,SRC046,0.39732665,0.60267335
SRC033,SRC047,0.20352352,0.79647648
SRC033,SRC048,0.60631024,0.39368976
SRC033,SRC049,0.55841944,0.44158056
SRC033,SRC050,0.41408199,0.58591801
SRC034,SRC035,0.59685451,0.40314549
SRC034,SRC036,0.76776608,0.23223392
SRC034,SRC037,0.90489415,0.09510585
SRC034,SRC038,0.26618637,0.73381363
SRC034,SRC039,0.55057287,0.44942713
SRC034,SRC040,0.20688124,0.79311876
SRC034,SRC041,0.05546049,0.94453951
SRC034,SRC042,0.66861916,0.33138084
SRC034,SRC043,0.84354514,0.15645486
SRC034,SRC044,0.22174441,0.77825559
SRC034,SRC045,0.73170792,0.26829208
SRC034,SRC046,0.15702348,0.84297652
SRC034,SRC047,0.47321598,0.52678402
SRC034,SRC048,0.06277552,0.93722448
SRC034,SRC049,0.05718020,0.94281980
SRC034,SRC050,0.39801023,0.60198977
SRC035,SRC036,0.42354886,0.57645114
SRC035,SRC037,0.45753856,0.54246144
SRC035,SRC038,0.63093992,0.36906008
SRC035,SRC039,0.30357033,0.69642967
SRC035,SRC040,0.13063315,0.86936685
SRC035,SRC041,0.73732179,0.26267821
SRC035,SRC042,0.44858794,0.55141206
SRC035,SRC043,0.58393908,0.41606092
SRC035,SRC044,0.32053483,0.67946517
SRC035,SRC045,0.68968309,0.31031691
SRC035,SRC046,0.24955442,0.75044558
SRC035,SRC047,0.04545788,0.95454212
SRC035,SRC048,0.47565638,0.52434362
SRC035,SRC049,0.38246720,0.61753280
SRC035,SRC050,0.27251276,0.72748724
SRC036,SRC037,0.95907614,0.04092386
SRC036,SRC038,0.12255450,0.87744550
SRC036,SRC039,0.59545008,0.40454992
SRC036,SRC040,0.24020516,0.75979484
SRC036,SRC041,0.19752152,0.80247848
SRC036,SRC042,0.05222839,0.94777161
SRC036,SRC043,0.97582588,0.02417412
SRC036,SRC044,0.31281550,0.68718450
SRC036,SRC045,0.32363934,0.67636066
SRC036,SRC046,0.44898869,0.55101131
SRC036,SRC047,0.15433176,0.84566824
SRC036,SRC048,0.41738083,0.58261917
SRC036,SRC049,0.46673999,0.53326001
SRC036,SRC050,0.01307268,0.98692732
SRC037,SRC038,0.05480106,0.94519894
SRC037,SRC039,0.58812515,0.41187485
SRC037,SRC040,0.01874208,0.98125792
SRC037,SRC041,0.05922634,0.94077366
SRC037,SRC042,0.30523770,0.69476230
SRC037,SRC043,0.95995405,0.04004595
SRC037,SRC044,0.06344894,0.93655106
SRC037,SRC045,0.49530077,0.50469923
SRC037,SRC046,0.22970687,0.77029313
SRC037,SRC047,0.11989490,0.88010510
SRC037,SRC048,0.36505564,0.63494436
SRC037,SRC049,0.38039431,0.61960569
SRC037,SRC050,0.25073053,0.74926947
SRC038,SRC039,0.12723030,0.87276970
SRC038,SRC040,0.02247980,0.97752020
SRC038,SRC041,0.59344778,0.40655222
SRC038,SRC042,0.55371145,0.44628855
SRC038,SRC043,0.07991490,0.92008510
SRC038,SRC044,0.09346116,0.90653884
SRC038,SRC045,0.44027383,0.55972617
SRC038,SRC046,0.56019803,0.43980197
SRC038,SRC047,0.35473026,0.64526974
SRC038,SRC048,0.85088857,0.14911143
SRC038,SRC049,0.79316378,0.20683622
SRC038,SRC050,0.28001435,0.71998565
SRC039,SRC040,0.56953641,0.43046359
SRC039,SRC041,0.04902452,0.95097548
SRC039,SRC042,0.31655923,0.68344077
SRC039,SRC043,0.57353964,0.42646036
SRC039,SRC044,0.04272462,0.95727538
SRC039,SRC045,0.61199040,0.38800960
SRC039,SRC046,0.46953068,0.53046932
SRC039,SRC047,0.05464499,0.94535501
SRC039,SRC048,0.40225979,0.59774021
SRC039,SRC049,0.49697438,0.50302562
SRC039,SRC050,0.11577044,0.88422956
SRC040,SRC041,0.46123918,0.53876082
SRC040,SRC042,0.46666351,0.53333649
SRC040,SRC043,0.17687397,0.82312603
SRC040,SRC044,0.71374393,0.28625607
SRC040,SRC045,0.04041473,0.95958527
SRC040,SRC046,0.79262387,0.20737613
SRC040,SRC047,0.71968888,0.28031112
SRC040,SRC048,0.26130445,0.73869555
SRC040,SRC049,0.42634500,0.57365500
SRC040,SRC050,0.63211348,0.36788652
SRC041,SRC042,0.15047473,0.84952527
SRC041,SRC043,0.32303918,0.67696082
SRC041,SRC044,0.73316102,0.26683898
SRC041,SRC045,0.08736866,0.91263134
SRC041,SRC046,0.03433015,0.96566985
SRC041,SRC047,0.47760977,0.52239023
SRC041,SRC048,0.58511790,0.41488210
SRC041,SRC049,0.44601946,0.55398054
SRC041,SRC050,0.84545811,0.15454189
SRC042,SRC043,0.18709594,0.81290406
SRC042,SRC044,0.69080501,0.30919499
SRC042,SRC045,0.84592339,0.15407661
SRC042,SRC046,0.67020086,0.32979914
SRC042,SRC047,0.89408552,0.10591448
SRC042,SRC048,0.31091524,0.68908476
SRC042,SRC049,0.35703206,0.64296794
SRC042,SRC050,0.60886260,0.39113740
SRC043,SRC044,0.28575591,0.71424409
SRC043,SRC045,0.42881341,0.57118659
SRC043,SRC046,0.28342156,0.71657844
SRC043,SRC047,0.06097692,0.93902308
SRC043,SRC048,0.21835158,0.78164842
SRC043,SRC049,0.27253987,0.72746013
SRC043,SRC050,0.02404350,0.97595650
SRC044,SRC045,0.28535509,0.71464491
SRC044,SRC046,0.60446298,0.39553702
SRC044,SRC047,0.93026812,0.06973188
SRC044,SRC048,0.02756840,0.97243160
SRC044,SRC049,0.16674201,0.83325799
SRC044,SRC050,0.85539748,0.14460252
SRC045,SRC046,0.29969834,0.70030166
SRC045,SRC047,0.54330909,0.45669091
SRC045,SRC048,0.09969386,0.90030614
SRC045,SRC049,0.06786357,0.93213643
SRC045,SRC050,0.39789811,0.60210189
SRC046,SRC047,0.74313071,0.25686929
SRC046,SRC048,0.73108823,0.26891177
SRC046,SRC049,0.82555760,0.17444240
SRC046,SRC050,0.33302165,0.66697835
SRC047,SRC048,0.23044702,0.76955298
SRC047,SRC049,0.34364112,0.65635888
SRC047,SRC050,0.78429184,0.21570816
SRC048,SRC049,0.98337402,0.01662598
SRC048,SRC050,0.37701066,0.62298934
SRC049,SRC050,0.24133682,0.75866318
