event_id,depth_bin_km,mechanism_class,candidate_quantile_index,radiation_score,selection_rank,selected,A_P_rms_proxy,A_P_near_node_fraction,A_S_rms_proxy,A_S_near_node_fraction,B_P_rms_proxy,B_P_near_node_fraction,B_S_rms_proxy,B_S_near_node_fraction,C_P_rms_proxy,C_P_near_node_fraction,C_S_rms_proxy,C_S_near_node_fraction
C201912201139A,150-300,strike_slip,68,2.62158460,13,false,0.08163850,0.10588235,0.90982354,0.00000000,0.67495893,0.00000000,0.34240293,0.00000000,0.49947941,0.00000000,0.32504600,0.00000000
B061593C,150-300,strike_slip,79,2.44364590,14,false,0.36641829,0.00000000,0.36145438,0.00000000,0.33150897,0.00000000,0.77357476,0.00000000,0.34110091,0.00000000,0.26958859,0.00000000
B112094L,150-300,strike_slip,28,2.35338506,15,false,0.79355122,0.00000000,0.73878362,0.00000000,0.07619879,0.57058824,0.74504129,0.00000000,0.23214790,0.00000000,0.90883871,0.00000000
C201503102055A,150-300,strike_slip,12,2.14756713,16,false,0.06777734,0.32352941,0.83906789,0.00000000,0.70004077,0.00000000,0.33053107,0.00000000,0.35817993,0.00000000,0.49902895,0.00000000
C020196B,150-300,strike_slip,38,2.08847970,17,false,0.29951836,0.00000000,0.64457855,0.00000000,0.35158710,0.00000000,0.47295984,0.00000000,0.14245639,0.00000000,0.17737946,0.00000000
C201505152026A,150-300,strike_slip,17,2.05634540,18,false,0.46875302,0.00000000,0.31549709,0.00000000,0.32374674,0.00000000,0.13511004,0.00000000,0.11232455,0.00000000,0.70091396,0.00000000
C201104071311A,150-300,strike_slip,7,1.30655801,19,false,0.21035703,0.00000000,0.71719710,0.00000000,0.03510949,0.87058824,0.69743903,0.00000000,0.82148911,0.00000000,0.56614271,0.00000000
C201907311502A,150-300,strike_slip,53,0.46204246,20,false,0.01525197,1.00000000,0.63667455,0.00000000,0.21111322,0.00000000,0.41937411,0.00000000,0.68185841,0.00000000,0.49777020,0.00000000
C202301180034A,150-300,thrust,2,4.14332976,1,true,0.94670369,0.00000000,0.56398241,0.00000000,0.41382257,0.00000000,0.80632594,0.00000000,0.84714941,0.00000000,0.56534575,0.00000000
C201111072235A,150-300,thrust,30,4.10743566,2,false,0.15548796,0.07058824,0.97922499,0.00000000,0.32730827,0.00000000,1.04426925,0.00000000,1.16021809,0.00000000,0.58210358,0.00000000
C030300C,150-300,thrust,19,4.03197780,3,false,0.82033677,0.00000000,0.58368520,0.00000000,0.78210485,0.00000000,0.57238110,0.00000000,0.89215126,0.00000000,0.38131862,0.00000000
B110791C,150-300,thrust,8,3.99953769,4,false,0.78413537,0.00000000,0.59157856,0.00000000,0.79575558,0.00000000,0.60077773,0.00000000,0.92400977,0.00000000,0.30328067,0.00000000
C091592I,150-300,thrust,53,3.95309307,5,false,0.71438341,0.00000000,0.71616523,0.00000000,0.91738762,0.00000000,0.37799654,0.00000000,0.82060187,0.00000000,0.40655841,0.00000000
C200901222016A,150-300,thrust,14,3.94873428,6,false,0.80162652,0.00000000,0.44819881,0.00000000,0.62113760,0.00000000,0.82343260,0.00000000,0.98751464,0.00000000,0.26682411,0.00000000
C091799A,150-300,thrust,58,3.90287557,7,false,0.64836032,0.00000000,0.76408744,0.00000000,0.89702042,0.00000000,0.38496678,0.00000000,0.87471245,0.00000000,0.33372816,0.00000000
C092890B,150-300,thrust,42,3.82471497,8,false,0.56007373,0.00000000,0.84463726,0.00000000,0.84509677,0.00000000,0.38781617,0.00000000,0.96906014,0.00000000,0.21803089,0.00000000
C202112042347A,150-300,thrust,25,3.74608395,9,false,0.26006155,0.00000000,0.90375777,0.00000000,0.38819081,0.00000000,0.78587314,0.00000000,0.73538584,0.00000000,0.67281485,0.00000000
C080993G,150-300,thrust,75,3.71959291,10,false,0.62372256,0.00000000,0.84142265,0.00000000,0.10380265,0.22941176,1.15186081,0.00000000,1.07827047,0.00000000,0.37933730,0.00000000
C071491A,150-300,thrust,92,3.60339602,11,false,0.88627252,0.00000000,0.25462487,0.00000000,0.73900544,0.00000000,0.47381510,0.00000000,0.50747921,0.00000000,0.74219889,0.00000000
C200709281338A,150-300,thrust,109,3.45981333,12,false,0.86081034,0.00000000,0.36541880,0.00000000,0.20294294,0.00000000,0.93843245,0.00000000,0.76489387,0.00000000,0.32731495,0.00000000
C202402121119A,150-300,thrust,98,3.31986808,13,false,0.81543450,0.00000000,0.38437961,0.00000000,0.12182248,0.00000000,0.96461288,0.00000000,0.75333427,0.00000000,0.28028432,0.00000000
C201708110528A,150-300,thrust,36,3.29393768,14,false,0.73682808,0.00000000,0.56983632,0.00000000,0.46576906,0.00000000,0.97552339,0.00000000,1.07745548,0.00000000,0.10381947,0.31764706
B080993F,150-300,thrust,70,3.25480271,15,false,0.31655736,0.00000000,0.80052963,0.00000000,0.12889661,0.18235294,0.99680769,0.00000000,0.98614384,0.00000000,0.39057347,0.00000000
C121797B,150-300,thrust,86,3.21710136,16,false,0.38027774,0.00000000,0.72390334,0.00000000,0.15031040,0.12352941,0.96172491,0.00000000,0.98780583,0.00000000,0.26013796,0.00000000
C201801310707A,150-300,thrust,64,3.16474791,17,false,0.61767179,0.00000000,0.43985658,0.00000000,0.57710431,0.00000000,0.46738023,0.00000000,0.68947649,0.00000000,0.37325851,0.00000000
C100398E,150-300,thrust,81,2.89048034,18,false,0.98397398,0.00000000,0.40530660,0.00000000,0.30114630,0.00000000,0.91222646,0.00000000,0.09158210,0.43529412,1.06683313,0.00000000
C202008051205A,150-300,thrust,47,2.80931189,19,false,0.16223222,0.11764706,0.76696271,0.00000000,0.61523783,0.00000000,0.61822976,0.00000000,0.22033763,0.05294118,0.76748822,0.00000000
C070696E,150-300,thrust,103,2.28397267,20,false,0.88623076,0.00000000,0.46098289,0.00000000,0.05432317,0.54705882,0.93131606,0.00000000,0.61416677,0.00000000,0.43107066,0.00000000
C202002131033B,150-300,normal,1,5.18404726,1,true,0.55995275,0.00000000,1.13364920,0.00000000,0.87770928,0.00000000,0.90638042,0.00000000,0.46033579,0.00000000,1.24601982,0.00000000
C060991C,150-300,normal,65,4.00515091,2,false,0.26705380,0.00000000,0.85116890,0.00000000,1.16673936,0.00000000,0.38127117,0.00000000,0.37201346,0.00000000,0.96690423,0.00000000
C201008121154A,150-300,normal,25,3.96478142,3,false,1.06361771,0.00000000,0.42490527,0.00000000,0.28918329,0.00000000,1.07305843,0.00000000,0.22965741,0.00000000,0.88435930,0.00000000
C202101080028A,150-300,normal,38,3.84730025,4,false,0.98689868,0.00000000,0.19521557,0.00000000,0.64820824,0.00000000,0.68185556,0.00000000,0.45399995,0.00000000,0.88112226,0.00000000
C200506021056A,150-300,normal,21,3.83981802,5,false,0.99252996,0.00000000,0.14974672,0.00000000,0.59927774,0.00000000,0.74990672,0.00000000,0.53259911,0.00000000,0.81575778,0.00000000
C202011302254A,150-300,normal,18,3.71842483,6,false,0.67515203,0.00000000,0.63789214,0.00000000,0.45410126,0.00000000,0.62213438,0.00000000,0.90652529,0.00000000,0.42261973,0.00000000
C200808262100A,150-300,normal,5,3.69937734,7,false,0.62038245,0.00000000,0.71153173,0.00000000,0.55609696,0.00000000,0.55698672,0.00000000,0.95125691,0.00000000,0.30312257,0.00000000
C201111080259A,150-300,normal,45,3.59198451,8,false,0.53941248,0.00000000,0.78000731,0.00000000,0.91394503,0.00000000,0.28579391,0.00000000,0.60865944,0.00000000,0.46416633,0.00000000
C111496H,150-300,normal,28,3.31369098,9,false,0.52479519,0.00000000,0.67732606,0.00000000,0.63085450,0.00000000,0.41023377,0.00000000,0.79726470,0.00000000,0.27321677,0.00000000
C201305231719A,150-300,normal,15,3.29537345,10,false,0.45345838,0.00000000,0.66332360,0.00000000,0.47166788,0.00000000,0.72698118,0.00000000,0.27106894,0.00000000,0.70887347,0.00000000
C201601111708A,150-300,normal,55,3.22328010,11,false,0.77947686,0.00000000,0.22874014,0.00000000,0.11720662,0.00000000,0.94667575,0.00000000,0.74783849,0.00000000,0.40334224,0.00000000
C202303040641A,150-300,normal,31,3.18207146,12,false,0.23350646,0.00000000,0.82549512,0.00000000,0.90577887,0.00000000,0.28848668,0.00000000,0.44968295,0.00000000,0.47912139,0.00000000
C201702181210A,150-300,normal,35,3.12483240,13,false,0.79726683,0.00000000,0.58420305,0.00000000,0.19686240,0.11764706,0.92114253,0.00000000,0.15499900,0.11764706,0.94094684,0.00000000
C202006131551A,150-300,normal,11,2.92977456,14,false,0.09025297,0.00000000,0.78686525,0.00000000,0.52689474,0.00000000,0.37463062,0.00000000,0.74706786,0.00000000,0.40406312,0.00000000
C051200C,150-300,normal,41,2.92538270,15,false,0.43753691,0.00000000,0.62636552,0.00000000,0.12088087,0.00000000,0.60690196,0.00000000,0.56501836,0.00000000,0.56867908,0.00000000
C201412102103A,150-300,normal,58,2.26323027,16,false,0.42459081,0.00000000,0.50129217,0.00000000,0.13947008,0.00588235,0.72912586,0.00000000,0.72982361,0.00000000,0.11539833,0.18235294
C202307021027A,150-300,normal,48,2.25695514,17,false,0.29343903,0.00000000,0.35609101,0.00000000,0.66732836,0.00000000,0.19872522,0.00000000,0.11305577,0.00588235,0.64008046,0.00000000
C072097C,150-300,normal,61,2.18442535,18,false,0.62261464,0.00000000,0.17248512,0.00000000,0.35714456,0.00000000,0.33360245,0.00000000,0.14825301,0.00000000,0.55032555,0.00000000
C200810221255A,150-300,normal,51,1.86508232,19,false,0.22007058,0.00000000,0.36968223,0.00000000,0.38508336,0.00000000,0.27688543,0.00000000,0.40308252,0.00000000,0.21027819,0.00000000
B121294A,150-300,normal,8,0.99929799,20,false,0.04070402,0.83529412,0.81743565,0.00000000,0.48749918,0.00000000,0.44668129,0.00000000,0.67417122,0.00000000,0.21515958,0.00588235
C202010230704A,300-500,strike_slip,45,4.47385867,1,true,0.38434457,0.00000000,0.96929771,0.00000000,0.91572379,0.00000000,0.78089185,0.00000000,0.45340229,0.00000000,0.97019846,0.00000000
C082992C,300-500,strike_slip,1,4.36555895,2,false,0.25783405,0.11176471,1.03786874,0.00000000,0.98017835,0.00000000,0.86926627,0.00000000,0.36239259,0.00000000,1.08154836,0.00000000
C201907271831A,300-500,strike_slip,17,4.23124702,3,false,0.43077932,0.00000000,1.02995716,0.00000000,0.84529889,0.00000000,0.72786479,0.00000000,0.46350932,0.00000000,0.73383755,0.00000000
C111203E,300-500,strike_slip,20,3.77804505,4,false,0.35053349,0.00000000,0.97065796,0.00000000,0.80192008,0.00000000,0.62541828,0.00000000,0.44497864,0.00000000,0.58453659,0.00000000
C033195B,300-500,strike_slip,12,3.33658160,5,false,0.12527276,0.35294118,0.92111784,0.00000000,0.66274957,0.00000000,0.83024528,0.00000000,0.64698519,0.00000000,0.85609331,0.00000000
C201304260653A,300-500,strike_slip,9,3.21188665,6,false,0.71269182,0.00000000,0.70750713,0.00000000,0.16896307,0.11764706,0.59078558,0.00000000,0.43976704,0.00000000,0.82746613,0.00000000
C201706290703A,300-500,strike_slip,28,2.98507205,7,false,0.33634155,0.00000000,0.88105843,0.00000000,0.59229761,0.00000000,0.34021983,0.00000000,0.45864938,0.00000000,0.37650525,0.00000000
C110704A,300-500,strike_slip,53,2.95671038,8,false,0.27103937,0.00000000,0.87040095,0.00000000,0.77654844,0.00000000,0.41031041,0.00000000,0.33738547,0.00000000,0.29102574,0.00000000
C072194D,300-500,strike_slip,50,2.94190397,9,false,0.53993223,0.00000000,0.68810214,0.00000000,0.69332277,0.00000000,0.71550976,0.00000000,0.11088016,0.17058824,0.53533339,0.00000000
C201906040439A,300-500,strike_slip,39,2.93998038,10,false,0.15562762,0.11764706,0.65367301,0.00000000,0.52923503,0.00000000,0.67974885,0.00000000,0.55788422,0.00000000,0.59910578,0.00000000
C120196B,300-500,strike_slip,15,2.92732587,11,false,0.14858589,0.00000000,0.93081132,0.00000000,0.66324214,0.00000000,0.25190626,0.00588235,0.59224124,0.00000000,0.35230372,0.00000000
C031696C,300-500,strike_slip,48,2.87211728,12,false,0.60924161,0.00000000,0.48223936,0.00000000,0.38261903,0.00000000,0.68530295,0.00000000,0.25237647,0.00000000,0.46033786,0.00000000
C202211140808A,300-500,strike_slip,4,2.83162931,13,false,0.59850515,0.00000000,0.47915769,0.00000000,0.28841053,0.00000000,0.85251363,0.00000000,0.37934287,0.00000000,0.23369944,0.00000000
B052090C,300-500,strike_slip,6,2.77770119,14,false,0.57077800,0.00000000,0.68477696,0.00000000,0.50596940,0.00000000,0.76384513,0.00000000,0.11556717,0.17647059,0.48970571,0.00000000
C201108190354A,300-500,strike_slip,31,2.71492508,15,false,0.45084420,0.00000000,0.32715504,0.00000000,0.13423237,0.05294118,0.89856953,0.00000000,0.76016806,0.00000000,0.24983824,0.00000000
C200704210712A,300-500,strike_slip,26,2.55333152,16,false,0.79756148,0.00000000,0.32023003,0.00000000,0.34834216,0.00000000,0.35400497,0.00000000,0.10363227,0.11176471,0.85309001,0.00000000
C201906281551A,300-500,strike_slip,34,2.46938835,17,false,0.68005614,0.00000000,0.16362923,0.17058824,0.15486359,0.00000000,0.92488562,0.00000000,0.56032695,0.00000000,0.32680329,0.00000000
B032197A,300-500,strike_slip,42,2.28783890,18,false,0.49353937,0.00000000,0.67002038,0.00000000,0.10102550,0.11764706,0.22789039,0.00000000,0.47248879,0.00000000,0.55816859,0.00000000
C022601C,300-500,strike_slip,23,0.97554171,19,false,0.03244379,0.87647059,0.74344777,0.00000000,0.83853346,0.00000000,0.43305433,0.00000000,0.20538927,0.00000000,0.47561427,0.00000000
B112990C,300-500,strike_slip,37,0.36417812,20,false,0.59088760,0.00000000,0.55679262,0.00000000,0.02373937,0.95294118,0.28997107,0.00000000,0.24823782,0.00000000,0.56043199,0.00000000
C042300B,500-700,strike_slip,60,5.06384890,1,true,0.53504090,0.00000000,1.06274701,0.00000000,0.46332279,0.00000000,1.10774515,0.00000000,1.13384498,0.00000000,0.76114806,0.00000000
C101702C,500-700,strike_slip,68,4.51511431,2,false,0.87492799,0.00000000,0.78994245,0.00000000,0.57705017,0.00000000,0.85631019,0.00000000,0.53514761,0.00000000,0.88173590,0.00000000
C200801151752A,500-700,strike_slip,55,4.28716795,3,false,0.51860799,0.00000000,0.78470541,0.00000000,0.60047903,0.00000000,0.71609339,0.00000000,0.81974792,0.00000000,0.84753422,0.00000000
B062690B,500-700,strike_slip,64,4.21122757,4,false,0.54481080,0.00000000,0.79729236,0.00000000,0.47491358,0.00000000,0.77575032,0.00000000,0.85087245,0.00000000,0.76758805,0.00000000
C202110210810A,500-700,strike_slip,2,4.15087977,5,false,0.35552410,0.00000000,0.74116231,0.00000000,0.82931831,0.00000000,0.62798281,0.00000000,0.61837417,0.00000000,0.97851807,0.00000000
C201412020511A,500-700,strike_slip,73,3.82107969,6,false,0.37865336,0.00000000,0.71762773,0.00000000,0.44621235,0.00000000,0.72756656,0.00000000,0.86913891,0.00000000,0.68188078,0.00000000
C201601140325C,500-700,strike_slip,46,3.49210757,7,false,0.33310474,0.00000000,0.86673037,0.00000000,0.93904929,0.00000000,0.48885010,0.00000000,0.32868764,0.00000000,0.53568542,0.00000000
C011795B,500-700,strike_slip,82,3.25831850,8,false,0.60980276,0.00000000,0.55658015,0.00000000,0.64397858,0.00000000,0.70155887,0.00000000,0.25629194,0.00000000,0.49010619,0.00000000
C201701021314A,500-700,strike_slip,33,3.08830797,9,false,0.62415715,0.00000000,0.37391670,0.00000000,0.40107754,0.00000000,0.94006106,0.00000000,0.56470877,0.00000000,0.18438674,0.00000000
C052603E,500-700,strike_slip,37,3.06869908,10,false,0.47674331,0.00000000,0.73523612,0.00000000,0.44842954,0.00000000,0.51029550,0.00000000,0.52251924,0.00000000,0.37547536,0.00000000
C011300B,500-700,strike_slip,28,3.01801069,11,false,0.21033426,0.00000000,0.41758271,0.00000000,0.92135847,0.00000000,0.40232058,0.00000000,0.20248738,0.00000000,0.86392728,0.00000000
C080793E,500-700,strike_slip,20,2.98743643,12,false,0.16193809,0.11764706,0.54785920,0.00000000,0.45273334,0.00000000,0.66500566,0.00000000,0.75261118,0.00000000,0.64258307,0.00000000
C202211090951A,500-700,strike_slip,86,2.98054518,13,false,0.74557826,0.00000000,0.46259225,0.00000000,0.25710139,0.00000000,0.31875152,0.00000000,0.43222082,0.00000000,0.76430095,0.00000000
C200606090558A,500-700,strike_slip,42,2.97476438,14,false,0.33282869,0.00000000,0.25979115,0.00000000,0.75782980,0.00000000,0.35599743,0.00000000,0.37907974,0.00000000,0.88923758,0.00000000
C201911081044A,500-700,strike_slip,51,2.49674332,15,false,0.50417393,0.00000000,0.62530259,0.00000000,0.11406960,0.34705882,0.63090390,0.00000000,0.73143678,0.00000000,0.58497417,0.00000000
C201811182025A,500-700,strike_slip,24,2.47764126,16,false,0.59533653,0.00000000,0.63159846,0.00000000,0.15327594,0.00000000,0.26528007,0.00000000,0.34256860,0.00000000,0.48958166,0.00000000
C202211090938A,500-700,strike_slip,77,2.33733696,17,false,0.68227978,0.00000000,0.28655658,0.00000000,0.20202084,0.00000000,0.39493430,0.00000000,0.18104044,0.00000000,0.59050502,0.00000000
C080590A,500-700,strike_slip,6,2.23983404,18,false,0.54183915,0.00000000,0.56171846,0.00000000,0.08247341,0.17647059,0.23053428,0.00000000,0.50604806,0.00000000,0.67016186,0.00000000
C050400K,500-700,strike_slip,15,1.95375317,19,false,0.21213396,0.00000000,0.64887108,0.00000000,0.31422811,0.00000000,0.19528825,0.00000000,0.35393997,0.00000000,0.22929180,0.00000000
C202110091058A,500-700,strike_slip,11,1.75932840,20,false,0.36289728,0.00000000,0.32927802,0.00000000,0.12314493,0.00000000,0.53762956,0.00000000,0.16400684,0.00000000,0.24237177,0.00000000
C201205280507A,500-700,normal,56,4.30091742,1,true,0.48867730,0.00000000,1.03485296,0.00000000,0.68724034,0.00000000,0.68042306,0.00000000,0.86310895,0.00000000,0.54661482,0.00000000
C200809031125A,500-700,normal,32,4.28614273,2,true,0.55643452,0.00000000,0.99299483,0.00000000,0.51944966,0.00000000,0.74251907,0.00000000,0.88766662,0.00000000,0.58707805,0.00000000
C200908280151A,500-700,normal,104,3.95122076,3,false,0.65667053,0.00000000,0.61396768,0.00000000,0.32618731,0.00000000,1.09609867,0.00000000,0.95913000,0.00000000,0.29916657,0.00000000
C101202H,500-700,normal,14,3.80907532,4,false,0.52212274,0.00000000,0.80335335,0.00000000,0.58574436,0.00000000,0.65505999,0.00000000,0.95237302,0.00000000,0.29042186,0.00000000
C201901051925A,500-700,normal,50,3.69373244,5,false,0.40160735,0.00000000,0.85057323,0.00000000,0.57428770,0.00000000,0.64357947,0.00000000,0.97830917,0.00000000,0.24537552,0.00000000
C041498B,500-700,normal,2,3.60893985,6,false,0.74749426,0.00000000,0.53935775,0.00000000,0.45296727,0.00000000,0.80058396,0.00000000,0.31214164,0.05882353,0.87404203,0.00000000
C201405040915A,500-700,normal,8,3.47891575,7,false,0.24149782,0.00000000,0.85666388,0.00000000,0.57263183,0.00000000,0.63134577,0.00000000,1.00557786,0.00000000,0.27708094,0.05294118
C201203050746A,500-700,normal,26,3.21534343,8,false,0.33543686,0.00000000,0.64464657,0.00000000,0.22442529,0.00000000,0.91027999,0.00000000,1.03852446,0.00000000,0.17967733,0.05882353
C200804182039A,500-700,normal,38,3.05938808,9,false,0.63746650,0.00000000,0.32578866,0.00000000,0.77466147,0.00000000,0.15550814,0.00000000,0.17947458,0.00000000,0.98648874,0.00000000
C201405040925A,500-700,normal,116,2.56617805,10,false,0.91664226,0.00000000,0.32197026,0.00000000,0.35954810,0.00000000,0.52634451,0.00000000,0.06441752,0.20588235,0.78902011,0.00000000
C201007232315A,500-700,normal,110,2.33202162,11,false,0.28395144,0.00000000,0.43227426,0.00000000,0.44258251,0.00000000,0.35185726,0.00000000,0.40974930,0.00000000,0.41160686,0.00000000
C111204H,500-700,normal,44,2.30179965,12,false,0.05744648,0.64117647,1.03197691,0.00000000,0.86311889,0.00000000,0.40885233,0.00000000,0.84786630,0.00000000,0.37489168,0.00000000
C202407110213A,500-700,normal,98,2.29539918,13,false,0.21691901,0.00000000,0.53940531,0.00000000,0.50212482,0.00000000,0.37934640,0.00000000,0.34887304,0.00000000,0.30873061,0.00000000
C090497A,500-700,normal,92,2.16686253,14,false,0.31441711,0.00000000,0.58774401,0.00000000,0.10464401,0.11176471,0.48009812,0.00000000,0.55925632,0.00000000,0.34423237,0.00000000
C201511260545A,500-700,normal,86,1.63043221,15,false,0.02242886,0.95294118,0.98723929,0.00000000,0.74085905,0.00000000,0.48709614,0.00000000,0.93172039,0.00000000,0.36697083,0.00000000
C201008161935A,500-700,normal,74,1.61059886,16,false,0.92070735,0.00000000,0.17674288,0.00588235,0.05675860,0.66470588,0.97060815,0.00000000,0.43745681,0.00000000,0.38950155,0.00000000
B042493B,500-700,normal,80,1.60508394,17,false,0.43422128,0.00000000,0.26759035,0.00000000,0.12505010,0.05294118,0.73256638,0.00000000,0.62731282,0.00000000,0.11246066,0.29411765
C201007240535A,500-700,normal,20,0.87625618,18,false,0.05777240,0.57647059,0.54480610,0.00000000,0.39664178,0.00000000,0.35454528,0.00000000,0.47933704,0.00000000,0.19609475,0.00000000
C201007232208A,500-700,normal,62,0.86837519,19,false,0.12624901,0.00000000,0.31631055,0.00000000,0.58456150,0.00000000,0.16124153,0.00000000,0.05671540,0.45294118,0.52917956,0.00000000
C202211120709A,500-700,normal,68,0.63241733,20,false,0.31452135,0.00000000,0.46913074,0.00000000,0.04174448,0.71176471,0.51088189,0.00000000,0.52035875,0.00000000,0.19930953,0.00000000
