run_id,source_id,stage,baseline_pair_id,source_depth_km,strike_deg,dip_deg,rake_deg,m0_dyne_cm,nchunks,nex_xi,nex_eta,nproc_xi,nproc_eta,oceans,ellipticity,topography,gravity,rotation,attenuation,absorbing_conditions,dt_s,record_length_minutes,expected_nstep,expected_npts,station_count,n_ulvz,scratch_path,execution_order,input_hash,preflight_status,body1_instance_id,body1_sector,body1_position_id,body1_latitude_deg,body1_longitude_deg,body1_radius_km,body1_thickness_km,body1_dVs_percent,body1_dVp_percent,body1_dRho_percent,body1_lateral_taper_km,body1_top_taper_km,body2_instance_id,body2_sector,body2_position_id,body2_latitude_deg,body2_longitude_deg,body2_radius_km,body2_thickness_km,body2_dVs_percent,body2_dVp_percent,body2_dRho_percent,body2_lateral_taper_km,body2_top_taper_km,body3_instance_id,body3_sector,body3_position_id,body3_latitude_deg,body3_longitude_deg,body3_radius_km,body3_thickness_km,body3_dVs_percent,body3_dVp_percent,body3_dRho_percent,body3_lateral_taper_km,body3_top_taper_km
SRC016_B0,SRC016,stage1_baseline,SRC016_B0,15.0000,289.0,79.0,-177.0,1.00000000e+26,6,448,448,8,8,.false.,.true.,.false.,.true.,.true.,.true.,.false.,0.1,42,25400,25400,510,0,/scratch/yiy/ulvz/SRC016_B0/DATABASES_MPI/,16,0e47dcaf960beed33877877a570d27f45aefaa00b77214f820cba82d621220d4,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRC016_TRIULVZ,SRC016,stage2_multi,SRC016_B0,15.0000,289.0,79.0,-177.0,1.00000000e+26,6,448,448,8,8,.false.,.true.,.false.,.true.,.true.,.true.,.false.,0.1,42,25400,25400,510,3,/scratch/yiy/ulvz/SRC016_TRIULVZ/DATABASES_MPI/,66,8e95089218c034420a43959c906e604c761b9d89debc998a567c3378fa48c67b,PASS,ULVZ046,A,A_G02,0.50000000,52.50000000,240.0000,15.0000,-21.3636,0.0000,0.0000,0.0000,0.0000,ULVZ098,B,B_G08,-43.20354590,-28.23813616,240.0000,19.3182,-29.3182,0.0000,0.0000,0.0000,0.0000,ULVZ115,C,C_G08,39.86439939,-33.21280998,240.0000,15.0000,-20.0000,0.0000,18.2353,0.0000,0.0000
SRC017_B0,SRC017,stage1_baseline,SRC017_B0,15.5000,125.0,75.0,4.0,1.00000000e+26,6,448,448,8,8,.false.,.true.,.false.,.true.,.true.,.true.,.false.,0.1,42,25400,25400,510,0,/scratch/yiy/ulvz/SRC017_B0/DATABASES_MPI/,17,49f0432e918f0707e01ba94ec74e88bb1873d25a0b43849d30bcacb17066459c,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRC017_TRIULVZ,SRC017,stage2_multi,SRC017_B0,15.5000,125.0,75.0,4.0,1.00000000e+26,6,448,448,8,8,.false.,.true.,.false.,.true.,.true.,.true.,.false.,0.1,42,25400,25400,510,3,/scratch/yiy/ulvz/SRC017_TRIULVZ/DATABASES_MPI/,67,6a9ba4237d1baf8da2970ce40ee367a1b5662e5166efd80fb6564d84213ba9b3,PASS,ULVZ018,A,A_G07,-2.50000000,52.00000000,240.0000,15.0000,-10.0000,0.0000,0.0000,0.0000,0.0000,ULVZ086,B,B_G06,-50.19019001,-43.84549898,240.0000,13.8636,-23.8636,0.0000,0.0000,0.0000,0.0000,ULVZ020,C,C_G02,43.05301016,-33.58525590,240.0000,15.0000,-30.0000,0.0000,0.0000,0.0000,0.0000
SRC018_B0,SRC018,stage1_baseline,SRC018_B0,16.2000,237.0,36.0,87.0,1.00000000e+26,6,448,448,8,8,.false.,.true.,.false.,.true.,.true.,.true.,.false.,0.1,42,25400,25400,510,0,/scratch/yiy/ulvz/SRC018_B0/DATABASES_MPI/,18,ffd8ea7dab816fabba43edb52af08995fb713f2020447567183ed5b2cd3a5cca,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRC018_TRIULVZ,SRC018,stage2_multi,SRC018_B0,16.2000,237.0,36.0,87.0,1.00000000e+26,6,448,448,8,8,.false.,.true.,.false.,.true.,.true.,.true.,.false.,0.1,42,25400,25400,510,3,/scratch/yiy/ulvz/SRC018_TRIULVZ/DATABASES_MPI/,68,acb69044b175410b91ef8ccc103685df6c94fac8a9c6fcdee68353b33f08fae8,PASS,ULVZ072,A,A_G07,-2.50000000,52.00000000,400.0000,15.0000,-25.0000,-11.2500,0.0000,0.0000,0.0000,ULVZ043,B,B_G05,-48.26164894,-40.32564815,240.0000,15.0000,-18.6364,0.0000,0.0000,0.0000,0.0000,ULVZ063,C,C_G06,50.19019001,-43.84549898,400.0000,15.0000,-25.0000,-5.1136,0.0000,0.0000,0.0000
SRC019_B0,SRC019,stage1_baseline,SRC019_B0,16.4000,6.0,79.0,-180.0,1.00000000e+26,6,448,448,8,8,.false.,.true.,.false.,.true.,.true.,.true.,.false.,0.1,42,25400,25400,510,0,/scratch/yiy/ulvz/SRC019_B0/DATABASES_MPI/,19,6c1a870c05f12c5139e0dcdb853423bb771c57a11186a91e07d4dd9b067bef29,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRC019_TRIULVZ,SRC019,stage2_multi,SRC019_B0,16.4000,6.0,79.0,-180.0,1.00000000e+26,6,448,448,8,8,.false.,.true.,.false.,.true.,.true.,.true.,.false.,0.1,42,25400,25400,510,3,/scratch/yiy/ulvz/SRC019_TRIULVZ/DATABASES_MPI/,69,737b43e42006b8a39f092e4d3de05a4b62464b7e53d072347b6496ff564abfaa,PASS,ULVZ017,A,A_G08,2.50000000,50.00000000,240.0000,15.0000,-10.0000,0.0000,0.0000,0.0000,0.0000,ULVZ045,B,B_G01,-40.85466479,-30.83981523,240.0000,15.0000,-20.4545,0.0000,0.0000,0.0000,0.0000,ULVZ095,C,C_G08,39.86439939,-33.21280998,240.0000,17.9545,-27.9545,0.0000,0.0000,0.0000,0.0000
SRC020_B0,SRC020,stage1_baseline,SRC020_B0,17.7000,49.0,83.0,0.0,1.00000000e+26,6,448,448,8,8,.false.,.true.,.false.,.true.,.true.,.true.,.false.,0.1,42,25400,25400,510,0,/scratch/yiy/ulvz/SRC020_B0/DATABASES_MPI/,20,4387e4bce177ffeadee6fd7d34896253f2c78d79630dd2f52be279b4b4731e27,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRC020_TRIULVZ,SRC020,stage2_multi,SRC020_B0,17.7000,49.0,83.0,0.0,1.00000000e+26,6,448,448,8,8,.false.,.true.,.false.,.true.,.true.,.true.,.false.,0.1,42,25400,25400,510,3,/scratch/yiy/ulvz/SRC020_TRIULVZ/DATABASES_MPI/,70,77dbec62c4b25c6f2cb615a945cc68e28ece379d225c4558c65393d666a87e96,PASS,ULVZ056,A,A_G06,0.00000000,62.50000000,400.0000,15.0000,-25.0000,-0.3409,0.0000,0.0000,0.0000,ULVZ135,B,B_G01,-40.85466479,-30.83981523,655.0000,18.0882,-20.0000,0.0000,0.0000,0.0000,0.0000,ULVZ134,C,C_G03,38.91690376,-27.78430053,655.0000,16.0294,-20.0000,0.0000,0.0000,0.0000,0.0000
SRC021_B0,SRC021,stage1_baseline,SRC021_B0,18.7000,168.0,35.0,-84.0,1.00000000e+26,6,448,448,8,8,.false.,.true.,.false.,.true.,.true.,.true.,.false.,0.1,42,25400,25400,510,0,/scratch/yiy/ulvz/SRC021_B0/DATABASES_MPI/,21,dccdc67e61cf149ead565b23cadbaec265edc15c4c03930cfd45ab922305812b,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRC021_TRIULVZ,SRC021,stage2_multi,SRC021_B0,18.7000,168.0,35.0,-84.0,1.00000000e+26,6,448,448,8,8,.false.,.true.,.false.,.true.,.true.,.true.,.false.,0.1,42,25400,25400,510,3,/scratch/yiy/ulvz/SRC021_TRIULVZ/DATABASES_MPI/,71,860c9eba9446fe4838a6165ae4e2bbb8bf706e180efe7c462a79c1d113e03ae6,PASS,ULVZ117,A,A_G05,0.00000000,59.50000000,188.0882,10.2941,-29.7059,0.0000,0.0000,0.0000,0.0000,ULVZ031,B,B_G03,-38.91690376,-27.78430053,240.0000,15.0000,-40.0000,0.0000,0.0000,0.0000,0.0000,ULVZ080,C,C_G02,43.05301016,-33.58525590,240.0000,11.1364,-21.1364,0.0000,0.0000,0.0000,0.0000
SRC022_B0,SRC022,stage1_baseline,SRC022_B0,20.0000,78.0,21.0,90.0,1.00000000e+26,6,448,448,8,8,.false.,.true.,.false.,.true.,.true.,.true.,.false.,0.1,42,25400,25400,510,0,/scratch/yiy/ulvz/SRC022_B0/DATABASES_MPI/,22,db1f6d75a87b821a6e9938069f08aa61d3cba209ac259c93c92f4f9479b3561a,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRC022_TRIULVZ,SRC022,stage2_multi,SRC022_B0,20.0000,78.0,21.0,90.0,1.00000000e+26,6,448,448,8,8,.false.,.true.,.false.,.true.,.true.,.true.,.false.,0.1,42,25400,25400,510,3,/scratch/yiy/ulvz/SRC022_TRIULVZ/DATABASES_MPI/,72,79313011ac7b7716fa7688659bd02d6f19040cfbe4ad401b155c393702fb6e38,PASS,ULVZ141,A,A_G06,0.00000000,62.50000000,655.0000,30.4412,-20.0000,0.0000,0.0000,0.0000,0.0000,ULVZ105,B,B_G04,-45.53792330,-36.03605854,240.0000,15.0000,-20.0000,0.0000,6.4706,0.0000,0.0000,ULVZ022,C,C_G04,45.53792330,-36.03605854,240.0000,50.0000,-30.0000,0.0000,0.0000,0.0000,0.0000
SRC023_B0,SRC023,stage1_baseline,SRC023_B0,21.7000,218.0,16.0,88.0,1.00000000e+26,6,448,448,8,8,.false.,.true.,.false.,.true.,.true.,.true.,.false.,0.1,42,25400,25400,510,0,/scratch/yiy/ulvz/SRC023_B0/DATABASES_MPI/,23,5c2679fd3cbd993e0d0bb1df071eace2199f11bd48dd176dabcc70cd5151777a,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRC023_TRIULVZ,SRC023,stage2_multi,SRC023_B0,21.7000,218.0,16.0,88.0,1.00000000e+26,6,448,448,8,8,.false.,.true.,.false.,.true.,.true.,.true.,.false.,0.1,42,25400,25400,510,3,/scratch/yiy/ulvz/SRC023_TRIULVZ/DATABASES_MPI/,73,af5b5936d3115bc4375579000b515edffa26c8afc3cb6ab1538ee2c8e9dbc78f,PASS,ULVZ066,A,A_G03,0.00000000,46.50000000,400.0000,15.0000,-25.0000,-7.1591,0.0000,0.0000,0.0000,ULVZ069,B,B_G08,-43.20354590,-28.23813616,400.0000,15.0000,-25.0000,-9.2045,0.0000,0.0000,0.0000,ULVZ007,C,C_G05,48.26164894,-40.32564815,655.0000,50.0000,-20.0000,0.0000,0.0000,0.0000,0.0000
SRC024_B0,SRC024,stage1_baseline,SRC024_B0,21.7000,323.0,77.0,-176.0,1.00000000e+26,6,448,448,8,8,.false.,.true.,.false.,.true.,.true.,.true.,.false.,0.1,42,25400,25400,510,0,/scratch/yiy/ulvz/SRC024_B0/DATABASES_MPI/,24,9de7decec33f414250b77ea12bea928211f6a0266c580b2545012b878b51630e,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRC024_TRIULVZ,SRC024,stage2_multi,SRC024_B0,21.7000,323.0,77.0,-176.0,1.00000000e+26,6,448,448,8,8,.false.,.true.,.false.,.true.,.true.,.true.,.false.,0.1,42,25400,25400,510,3,/scratch/yiy/ulvz/SRC024_TRIULVZ/DATABASES_MPI/,74,86ba7f88f7b51a9a91236b58a660511b0b390c541b0a0a39da993fc107035008,PASS,ULVZ109,A,A_G02,0.50000000,52.50000000,240.0000,15.0000,-20.0000,0.0000,11.1765,0.0000,0.0000,ULVZ015,B,B_G03,-38.91690376,-27.78430053,400.0000,15.0000,-25.0000,-10.0000,0.0000,0.0000,0.0000,ULVZ032,C,C_G04,45.53792330,-36.03605854,240.0000,15.0000,-40.0000,0.0000,0.0000,0.0000,0.0000
SRC025_B0,SRC025,stage1_baseline,SRC025_B0,23.4000,216.0,28.0,92.0,1.00000000e+26,6,448,448,8,8,.false.,.true.,.false.,.true.,.true.,.true.,.false.,0.1,42,25400,25400,510,0,/scratch/yiy/ulvz/SRC025_B0/DATABASES_MPI/,25,35fca886ffd1eb6df62634532de2d123818ec7cf7536200bd5a2a51b06505277,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRC025_TRIULVZ,SRC025,stage2_multi,SRC025_B0,23.4000,216.0,28.0,92.0,1.00000000e+26,6,448,448,8,8,.false.,.true.,.false.,.true.,.true.,.true.,.false.,0.1,42,25400,25400,510,3,/scratch/yiy/ulvz/SRC025_TRIULVZ/DATABASES_MPI/,75,bc110907820a3e4e0c0791db8e2af5340f376d90ff8dc277d380c6f9cee2c45c,PASS,ULVZ077,A,A_G08,2.50000000,50.00000000,400.0000,15.0000,-25.0000,-14.6591,0.0000,0.0000,0.0000,ULVZ039,B,B_G03,-38.91690376,-27.78430053,240.0000,15.0000,-15.0000,0.0000,0.0000,0.0000,0.0000,ULVZ042,C,C_G05,48.26164894,-40.32564815,240.0000,15.0000,-17.7273,0.0000,0.0000,0.0000,0.0000
SRC026_B0,SRC026,stage1_baseline,SRC026_B0,24.0000,157.0,76.0,-175.0,1.00000000e+26,6,448,448,8,8,.false.,.true.,.false.,.true.,.true.,.true.,.false.,0.1,42,25400,25400,510,0,/scratch/yiy/ulvz/SRC026_B0/DATABASES_MPI/,26,d494d553ab969f4e5c23da70cf3ba97db4010c3486eb9cf872204e5aacc48c52,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRC026_TRIULVZ,SRC026,stage2_multi,SRC026_B0,24.0000,157.0,76.0,-175.0,1.00000000e+26,6,448,448,8,8,.false.,.true.,.false.,.true.,.true.,.true.,.false.,0.1,42,25400,25400,510,3,/scratch/yiy/ulvz/SRC026_TRIULVZ/DATABASES_MPI/,76,3baf930ebd6c92f0c35aed43dfbb7dfd57692d87d3a9e9338d05e010bac6101d,PASS,ULVZ005,A,A_G07,-2.50000000,52.00000000,655.0000,15.0000,-20.0000,0.0000,0.0000,0.0000,0.0000,ULVZ101,B,B_G05,-48.26164894,-40.32564815,240.0000,15.0000,-20.0000,0.0000,1.7647,0.0000,0.0000,ULVZ104,C,C_G04,45.53792330,-36.03605854,240.0000,15.0000,-20.0000,0.0000,5.2941,0.0000,0.0000
SRC027_B0,SRC027,stage1_baseline,SRC027_B0,25.8000,301.0,23.0,78.0,1.00000000e+26,6,448,448,8,8,.false.,.true.,.false.,.true.,.true.,.true.,.false.,0.1,42,25400,25400,510,0,/scratch/yiy/ulvz/SRC027_B0/DATABASES_MPI/,27,0cc1381f37b47351e93fd7341ec562c015503fc307e6845e6534039edcd96896,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRC027_TRIULVZ,SRC027,stage2_multi,SRC027_B0,25.8000,301.0,23.0,78.0,1.00000000e+26,6,448,448,8,8,.false.,.true.,.false.,.true.,.true.,.true.,.false.,0.1,42,25400,25400,510,3,/scratch/yiy/ulvz/SRC027_TRIULVZ/DATABASES_MPI/,77,492a3b9f4591bb3b53293f6d6c0a27a943a6a267ed5bd08c5ef2f9c9cfde93e5,PASS,ULVZ113,A,A_G02,0.50000000,52.50000000,240.0000,15.0000,-20.0000,0.0000,15.8824,0.0000,0.0000,ULVZ130,B,B_G02,-43.74113282,-32.58662529,398.3824,17.9412,-22.0588,0.0000,0.0000,0.0000,0.0000,ULVZ121,C,C_G06,50.19019001,-43.84549898,252.7941,12.6471,-27.3529,0.0000,0.0000,0.0000,0.0000
SRC028_B0,SRC028,stage1_baseline,SRC028_B0,27.9000,262.0,16.0,161.0,1.00000000e+26,6,448,448,8,8,.false.,.true.,.false.,.true.,.true.,.true.,.false.,0.1,42,25400,25400,510,0,/scratch/yiy/ulvz/SRC028_B0/DATABASES_MPI/,28,4150a832a9ca63c11605d2759f3fbd1c0ec755798e7b97b81fe1ecf04fd9e7a0,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRC028_TRIULVZ,SRC028,stage2_multi,SRC028_B0,27.9000,262.0,16.0,161.0,1.00000000e+26,6,448,448,8,8,.false.,.true.,.false.,.true.,.true.,.true.,.false.,0.1,42,25400,25400,510,3,/scratch/yiy/ulvz/SRC028_TRIULVZ/DATABASES_MPI/,78,9a2007786ca4f7f73d0ffb7a02338b9a47b402f15324753fe7454676dd2ffb50,PASS,ULVZ116,A,A_G05,0.00000000,59.50000000,240.0000,15.0000,-20.0000,0.0000,19.4118,0.0000,0.0000,ULVZ025,B,B_G01,-40.85466479,-30.83981523,400.0000,15.0000,-25.0000,-15.0000,0.0000,0.0000,0.0000,ULVZ051,C,C_G03,38.91690376,-27.78430053,240.0000,15.0000,-25.9091,0.0000,0.0000,0.0000,0.0000
SRC029_B0,SRC029,stage1_baseline,SRC029_B0,28.7000,314.0,25.0,70.0,1.00000000e+26,6,448,448,8,8,.false.,.true.,.false.,.true.,.true.,.true.,.false.,0.1,42,25400,25400,510,0,/scratch/yiy/ulvz/SRC029_B0/DATABASES_MPI/,29,f2e054172da72dcdad678cd7e9c7f918288d06ffcd27cdbbdebe726ef6ed53db,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRC029_TRIULVZ,SRC029,stage2_multi,SRC029_B0,28.7000,314.0,25.0,70.0,1.00000000e+26,6,448,448,8,8,.false.,.true.,.false.,.true.,.true.,.true.,.false.,0.1,42,25400,25400,510,3,/scratch/yiy/ulvz/SRC029_TRIULVZ/DATABASES_MPI/,79,6324c81b6edb30865c55e7305773c7f786f4c22ec1ee3ebbdb2d5476e2a6a0b6,PASS,ULVZ052,A,A_G07,-2.50000000,52.00000000,240.0000,15.0000,-26.8182,0.0000,0.0000,0.0000,0.0000,ULVZ074,B,B_G04,-45.53792330,-36.03605854,400.0000,15.0000,-25.0000,-12.6136,0.0000,0.0000,0.0000,ULVZ078,C,C_G07,44.71634893,-30.05173316,240.0000,10.2273,-20.2273,0.0000,0.0000,0.0000,0.0000
SRC030_B0,SRC030,stage1_baseline,SRC030_B0,31.0000,259.0,31.0,140.0,1.00000000e+26,6,448,448,8,8,.false.,.true.,.false.,.true.,.true.,.true.,.false.,0.1,42,25400,25400,510,0,/scratch/yiy/ulvz/SRC030_B0/DATABASES_MPI/,30,ed13a3f641c1e1950c659273d79cc031d855ce357e4494db0f679635730d8f3d,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRC030_TRIULVZ,SRC030,stage2_multi,SRC030_B0,31.0000,259.0,31.0,140.0,1.00000000e+26,6,448,448,8,8,.false.,.true.,.false.,.true.,.true.,.true.,.false.,0.1,42,25400,25400,510,3,/scratch/yiy/ulvz/SRC030_TRIULVZ/DATABASES_MPI/,80,08db127e952db29d23d0295981b7c24eeaf1a661775288bd92518325aa79763b,PASS,ULVZ057,A,A_G04,0.00000000,55.50000000,400.0000,15.0000,-25.0000,-1.0227,0.0000,0.0000,0.0000,ULVZ089,B,B_G03,-38.91690376,-27.78430053,240.0000,15.2273,-25.2273,0.0000,0.0000,0.0000,0.0000,ULVZ124,C,C_G01,41.51905367,-29.84667315,301.3235,14.4118,-25.5882,0.0000,0.0000,0.0000,0.0000
SRC031_B0,SRC031,stage1_baseline,SRC031_B0,33.2000,227.0,19.0,104.0,1.00000000e+26,6,448,448,8,8,.false.,.true.,.false.,.true.,.true.,.true.,.false.,0.1,42,25400,25400,510,0,/scratch/yiy/ulvz/SRC031_B0/DATABASES_MPI/,31,c6527902df6ce0801781cf12b468d9e5831baa19e8727cf847ff18e904e2fad5,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRC031_TRIULVZ,SRC031,stage2_multi,SRC031_B0,33.2000,227.0,19.0,104.0,1.00000000e+26,6,448,448,8,8,.false.,.true.,.false.,.true.,.true.,.true.,.false.,0.1,42,25400,25400,510,3,/scratch/yiy/ulvz/SRC031_TRIULVZ/DATABASES_MPI/,81,25d780e97261762b8da5711e592920586992644f186c2c902c9abe48f7d5a533,PASS,ULVZ112,A,A_G01,-0.50000000,49.50000000,240.0000,15.0000,-20.0000,0.0000,14.7059,0.0000,0.0000,ULVZ129,B,B_G02,-43.74113282,-32.58662529,382.2059,17.3529,-22.6471,0.0000,0.0000,0.0000,0.0000,ULVZ131,C,C_G07,44.71634893,-30.05173316,414.5588,18.5294,-21.4706,0.0000,0.0000,0.0000,0.0000
SRC032_B0,SRC032,stage1_baseline,SRC032_B0,36.0000,115.0,43.0,94.0,1.00000000e+26,6,448,448,8,8,.false.,.true.,.false.,.true.,.true.,.true.,.false.,0.1,42,25400,25400,510,0,/scratch/yiy/ulvz/SRC032_B0/DATABASES_MPI/,32,4ff0f4fb6a259c25ec6978f54ca370f6219e10dbd30694ab1f7ad68492b57dac,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRC032_TRIULVZ,SRC032,stage2_multi,SRC032_B0,36.0000,115.0,43.0,94.0,1.00000000e+26,6,448,448,8,8,.false.,.true.,.false.,.true.,.true.,.true.,.false.,0.1,42,25400,25400,510,3,/scratch/yiy/ulvz/SRC032_TRIULVZ/DATABASES_MPI/,82,42f1d928a4bb9e8c6ceadb02aab21177f749531057dbe487dcc9cba08c3402fa,PASS,ULVZ034,A,A_G08,2.50000000,50.00000000,240.0000,15.0000,-10.4545,0.0000,0.0000,0.0000,0.0000,ULVZ114,B,B_G02,-43.74113282,-32.58662529,240.0000,15.0000,-20.0000,0.0000,17.0588,0.0000,0.0000,ULVZ137,C,C_G04,45.53792330,-36.03605854,655.0000,22.2059,-20.0000,0.0000,0.0000,0.0000,0.0000
SRC033_B0,SRC033,stage1_baseline,SRC033_B0,37.1000,124.0,66.0,-160.0,1.00000000e+26,6,448,448,8,8,.false.,.true.,.false.,.true.,.true.,.true.,.false.,0.1,42,25400,25400,510,0,/scratch/yiy/ulvz/SRC033_B0/DATABASES_MPI/,33,a9b68ad82f0d92d028fe3a3b58b423a1bd68cb35673cc31ce0aaeaadd867b428,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRC033_TRIULVZ,SRC033,stage2_multi,SRC033_B0,37.1000,124.0,66.0,-160.0,1.00000000e+26,6,448,448,8,8,.false.,.true.,.false.,.true.,.true.,.true.,.false.,0.1,42,25400,25400,510,3,/scratch/yiy/ulvz/SRC033_TRIULVZ/DATABASES_MPI/,83,7da840508e25d071254824b8c4aa5cfe53399605785bbae7f15eaa0103f12e75,PASS,ULVZ049,A,A_G06,0.00000000,62.50000000,240.0000,15.0000,-24.0909,0.0000,0.0000,0.0000,0.0000,ULVZ084,B,B_G05,-48.26164894,-40.32564815,240.0000,12.9545,-22.9545,0.0000,0.0000,0.0000,0.0000,ULVZ148,C,C_G06,50.19019001,-43.84549898,655.0000,44.8529,-20.0000,0.0000,0.0000,0.0000,0.0000
SRC034_B0,SRC034,stage1_baseline,SRC034_B0,39.4000,302.0,33.0,88.0,1.00000000e+26,6,448,448,8,8,.false.,.true.,.false.,.true.,.true.,.true.,.false.,0.1,42,25400,25400,510,0,/scratch/yiy/ulvz/SRC034_B0/DATABASES_MPI/,34,d3ce6a1fb82115f3fc98ae1539a3af991c1624378272891c87f1020eb36f8f73,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRC034_TRIULVZ,SRC034,stage2_multi,SRC034_B0,39.4000,302.0,33.0,88.0,1.00000000e+26,6,448,448,8,8,.false.,.true.,.false.,.true.,.true.,.true.,.false.,0.1,42,25400,25400,510,3,/scratch/yiy/ulvz/SRC034_TRIULVZ/DATABASES_MPI/,84,f8b063cef2c13e69d24de01d160baea1f6fe1685aee6af6d4a7db05fccf0a1b8,PASS,ULVZ147,A,A_G08,2.50000000,50.00000000,655.0000,42.7941,-20.0000,0.0000,0.0000,0.0000,0.0000,ULVZ076,B,B_G02,-43.74113282,-32.58662529,400.0000,15.0000,-25.0000,-13.9773,0.0000,0.0000,0.0000,ULVZ128,C,C_G06,50.19019001,-43.84549898,366.0294,16.7647,-23.2353,0.0000,0.0000,0.0000,0.0000
SRC035_B0,SRC035,stage1_baseline,SRC035_B0,42.6000,293.0,40.0,135.0,1.00000000e+26,6,448,448,8,8,.false.,.true.,.false.,.true.,.true.,.true.,.false.,0.1,42,25400,25400,510,0,/scratch/yiy/ulvz/SRC035_B0/DATABASES_MPI/,35,37c3623ed614ddd9fb6eff489352377cafd5e666bb1573e70a3fe1886423c0e8,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRC035_TRIULVZ,SRC035,stage2_multi,SRC035_B0,42.6000,293.0,40.0,135.0,1.00000000e+26,6,448,448,8,8,.false.,.true.,.false.,.true.,.true.,.true.,.false.,0.1,42,25400,25400,510,3,/scratch/yiy/ulvz/SRC035_TRIULVZ/DATABASES_MPI/,85,18dc133ddb4ed5a6604c64429d2625eda1a08e2af547bc76fe56a5a0bf59b2d9,PASS,ULVZ091,A,A_G05,0.00000000,59.50000000,240.0000,16.1364,-26.1364,0.0000,0.0000,0.0000,0.0000,ULVZ012,B,B_G07,-41.29820323,-35.04531474,400.0000,15.0000,-25.0000,0.0000,0.0000,0.0000,0.0000,ULVZ149,C,C_G05,48.26164894,-40.32564815,655.0000,46.9118,-20.0000,0.0000,0.0000,0.0000,0.0000
SRC036_B0,SRC036,stage1_baseline,SRC036_B0,46.0000,131.0,41.0,85.0,1.00000000e+26,6,448,448,8,8,.false.,.true.,.false.,.true.,.true.,.true.,.false.,0.1,42,25400,25400,510,0,/scratch/yiy/ulvz/SRC036_B0/DATABASES_MPI/,36,ec4a155137a369bec98a42188594663eecc0a64c9f8b56aa3e95cc00b7ea4c8c,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRC036_TRIULVZ,SRC036,stage2_multi,SRC036_B0,46.0000,131.0,41.0,85.0,1.00000000e+26,6,448,448,8,8,.false.,.true.,.false.,.true.,.true.,.true.,.false.,0.1,42,25400,25400,510,3,/scratch/yiy/ulvz/SRC036_TRIULVZ/DATABASES_MPI/,86,b15db7e9a082a7e310333180cf2f3edbd2963f603553855b6558079c823b2f4c,PASS,ULVZ110,A,A_G04,0.00000000,55.50000000,240.0000,15.0000,-20.0000,0.0000,12.3529,0.0000,0.0000,ULVZ024,B,B_G05,-48.26164894,-40.32564815,240.0000,50.0000,-30.0000,0.0000,0.0000,0.0000,0.0000,ULVZ067,C,C_G02,43.05301016,-33.58525590,400.0000,15.0000,-25.0000,-7.8409,0.0000,0.0000,0.0000
SRC037_B0,SRC037,stage1_baseline,SRC037_B0,49.4000,302.0,42.0,78.0,1.00000000e+26,6,448,448,8,8,.false.,.true.,.false.,.true.,.true.,.true.,.false.,0.1,42,25400,25400,510,0,/scratch/yiy/ulvz/SRC037_B0/DATABASES_MPI/,37,4ae1355a9e4258202bc966c4890ee927b6762d113debad7f72d4e280f2d01396,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
