run_id,source_id,stage,run_kind,baseline_pair_id,n_ulvz,composition_summary,station_count,expected_trace_count,expected_npts,scratch_database_path,execution_order,run_relative_path,par_file_sha256,cmtsolution_sha256,stations_sha256,ulvz_file_sha256
SRC023_TRIULVZ,SRC023,stage2_multi,tri_ulvz,SRC023_B0,3,A:ULVZ066:family_interpolant;B:ULVZ069:family_interpolant;C:ULVZ007:legacy_parameter_anchor,510,1530,25400,/scratch/yiy/ulvz/SRC023_TRIULVZ/DATABASES_MPI/,73,production_inputs/SRC023_TRIULVZ,46da28337a0ece72f66b3844d6122c9fa25575d32f366d0d3d755085adef0d46,e95804d346e868dd4fa590c39154ba58ea68d183f5afca3afb261366c48f438e,9c77668ad5b48343f80b4a18e54eb1eda8189b6dc545ff7e295424f02de82428,8ccada5f106e839064347ab97053a483a116942e38718742f0b79825a07916f9
SRC024_B0,SRC024,stage1_baseline,baseline,SRC024_B0,0,,510,1530,25400,/scratch/yiy/ulvz/SRC024_B0/DATABASES_MPI/,24,production_inputs/SRC024_B0,14e085b3d7fbbb35c379245400c01759eda6c0f6dc7da5d0ebe57ce9ec90cdfe,8efc2404042923b1ed38f2d1859606f467ec8cf74d61bc906c6de77f8d1812df,9c77668ad5b48343f80b4a18e54eb1eda8189b6dc545ff7e295424f02de82428,08eb49ee92c7297a30a31c019f788344e3b8b91c2acc059ad119f9e0f7e37891
SRC024_TRIULVZ,SRC024,stage2_multi,tri_ulvz,SRC024_B0,3,A:ULVZ109:survey_family_sample;B:ULVZ015:legacy_parameter_anchor;C:ULVZ032:legacy_parameter_anchor,510,1530,25400,/scratch/yiy/ulvz/SRC024_TRIULVZ/DATABASES_MPI/,74,production_inputs/SRC024_TRIULVZ,346d1a38133db7874139a35b7de38c5cc91b80cacb85e3c3e15a630adb542da2,8efc2404042923b1ed38f2d1859606f467ec8cf74d61bc906c6de77f8d1812df,9c77668ad5b48343f80b4a18e54eb1eda8189b6dc545ff7e295424f02de82428,6de0b664d0bedfc3c75206b14fa17fd96c94c23e3b4c83f1d8085194854b69ad
SRC025_B0,SRC025,stage1_baseline,baseline,SRC025_B0,0,,510,1530,25400,/scratch/yiy/ulvz/SRC025_B0/DATABASES_MPI/,25,production_inputs/SRC025_B0,4c233d325c7d8579d5677a4a1e34ebb59bd6780cdbd988f0cd318388095c9b69,1a5a303b788b7db5567159359af8f93c952a3f03a17b6bbe2ebfc3fa7fb03171,9c77668ad5b48343f80b4a18e54eb1eda8189b6dc545ff7e295424f02de82428,08eb49ee92c7297a30a31c019f788344e3b8b91c2acc059ad119f9e0f7e37891
SRC025_TRIULVZ,SRC025,stage2_multi,tri_ulvz,SRC025_B0,3,A:ULVZ077:family_interpolant;B:ULVZ039:family_interpolant;C:ULVZ042:family_interpolant,510,1530,25400,/scratch/yiy/ulvz/SRC025_TRIULVZ/DATABASES_MPI/,75,production_inputs/SRC025_TRIULVZ,53c76930b56ecc949aef6d01aca1f3cd03a37a83df8e82c813a90be4388f92c4,1a5a303b788b7db5567159359af8f93c952a3f03a17b6bbe2ebfc3fa7fb03171,9c77668ad5b48343f80b4a18e54eb1eda8189b6dc545ff7e295424f02de82428,8d855597e8e6236f4b8ace4186cd8f837cb865731ba52d4604ffa0dc5034de6f
SRC026_B0,SRC026,stage1_baseline,baseline,SRC026_B0,0,,510,1530,25400,/scratch/yiy/ulvz/SRC026_B0/DATABASES_MPI/,26,production_inputs/SRC026_B0,aca67c287734f29dc8b7648934797e50938c90e4168278183f374a53513ca849,83ed72ed5f4970fc2e4e06866d6a972b5f23d2b800da7e34cac880e8dc4f513a,9c77668ad5b48343f80b4a18e54eb1eda8189b6dc545ff7e295424f02de82428,08eb49ee92c7297a30a31c019f788344e3b8b91c2acc059ad119f9e0f7e37891
SRC026_TRIULVZ,SRC026,stage2_multi,tri_ulvz,SRC026_B0,3,A:ULVZ005:legacy_parameter_anchor;B:ULVZ101:survey_family_sample;C:ULVZ104:survey_family_sample,510,1530,25400,/scratch/yiy/ulvz/SRC026_TRIULVZ/DATABASES_MPI/,76,production_inputs/SRC026_TRIULVZ,85ffb17efa64220518f50394a931a23837bcf8939da35c8d7880ca589f654480,83ed72ed5f4970fc2e4e06866d6a972b5f23d2b800da7e34cac880e8dc4f513a,9c77668ad5b48343f80b4a18e54eb1eda8189b6dc545ff7e295424f02de82428,7193e5e58ade0fdbb64686d7999aedf1e6b46aff8f9e1d9052ccd7077edf396a
SRC027_B0,SRC027,stage1_baseline,baseline,SRC027_B0,0,,510,1530,25400,/scratch/yiy/ulvz/SRC027_B0/DATABASES_MPI/,27,production_inputs/SRC027_B0,2895081455026519e8a8a6873e483cbe184e27d056d70b88fe438a15d0265130,a0ed645622c2c5a0f2f25f4edc2b2556c0703863bfd333a123561c83bc9a99b1,9c77668ad5b48343f80b4a18e54eb1eda8189b6dc545ff7e295424f02de82428,08eb49ee92c7297a30a31c019f788344e3b8b91c2acc059ad119f9e0f7e37891
SRC027_TRIULVZ,SRC027,stage2_multi,tri_ulvz,SRC027_B0,3,A:ULVZ113:survey_family_sample;B:ULVZ130:survey_family_sample;C:ULVZ121:survey_family_sample,510,1530,25400,/scratch/yiy/ulvz/SRC027_TRIULVZ/DATABASES_MPI/,77,production_inputs/SRC027_TRIULVZ,e9466cf1c87bf69c85d62be54dd2caf20e973c4ddd7a1df64ee7cbaab0156434,a0ed645622c2c5a0f2f25f4edc2b2556c0703863bfd333a123561c83bc9a99b1,9c77668ad5b48343f80b4a18e54eb1eda8189b6dc545ff7e295424f02de82428,f09a5595594676d256bbdc7faf0bc0e50dde694004c62004145221a040347fe9
SRC028_B0,SRC028,stage1_baseline,baseline,SRC028_B0,0,,510,1530,25400,/scratch/yiy/ulvz/SRC028_B0/DATABASES_MPI/,28,production_inputs/SRC028_B0,6a6e8c8696c5bd0bf66ae2a2077cf9908a902c57dd7f1cfca026ed168be0f603,651a57f24e9d95302447b6184684cd69ad77f638b56e5b0fd1d3c51c1591f2f1,9c77668ad5b48343f80b4a18e54eb1eda8189b6dc545ff7e295424f02de82428,08eb49ee92c7297a30a31c019f788344e3b8b91c2acc059ad119f9e0f7e37891
SRC028_TRIULVZ,SRC028,stage2_multi,tri_ulvz,SRC028_B0,3,A:ULVZ116:survey_family_sample;B:ULVZ025:legacy_parameter_anchor;C:ULVZ051:family_interpolant,510,1530,25400,/scratch/yiy/ulvz/SRC028_TRIULVZ/DATABASES_MPI/,78,production_inputs/SRC028_TRIULVZ,9724b0d816c0275ced8dca8f2a2f475167207c2f6ddf6207525ab0bf89c5ffa1,651a57f24e9d95302447b6184684cd69ad77f638b56e5b0fd1d3c51c1591f2f1,9c77668ad5b48343f80b4a18e54eb1eda8189b6dc545ff7e295424f02de82428,1f11b3e204261e27cfe1ae13200df087c0693369aa8ed04544d0c869dffd7640
SRC029_B0,SRC029,stage1_baseline,baseline,SRC029_B0,0,,510,1530,25400,/scratch/yiy/ulvz/SRC029_B0/DATABASES_MPI/,29,production_inputs/SRC029_B0,0f8d0ac26f92251af854602f6c446addfd06bc761a7b67186e687d2684991d89,2bb1160add976f01eab339b5f21466855c44da932ad17e072735823d20f429b0,9c77668ad5b48343f80b4a18e54eb1eda8189b6dc545ff7e295424f02de82428,08eb49ee92c7297a30a31c019f788344e3b8b91c2acc059ad119f9e0f7e37891
SRC029_TRIULVZ,SRC029,stage2_multi,tri_ulvz,SRC029_B0,3,A:ULVZ052:family_interpolant;B:ULVZ074:family_interpolant;C:ULVZ078:family_interpolant,510,1530,25400,/scratch/yiy/ulvz/SRC029_TRIULVZ/DATABASES_MPI/,79,production_inputs/SRC029_TRIULVZ,c47bac89c1ed7e989f108a4ce63ee37a9d72794bbd23b287f533c924fc678d60,2bb1160add976f01eab339b5f21466855c44da932ad17e072735823d20f429b0,9c77668ad5b48343f80b4a18e54eb1eda8189b6dc545ff7e295424f02de82428,4d07b436a9e6061e4dbf5392bfe9a15f63232e4d6868bea96134a15a4b203a71
SRC030_B0,SRC030,stage1_baseline,baseline,SRC030_B0,0,,510,1530,25400,/scratch/yiy/ulvz/SRC030_B0/DATABASES_MPI/,30,production_inputs/SRC030_B0,212cdbe226db54b3f0c460d2e12680d3524eb92b12086e897fe4ba4bfd557fc2,417581b89fcf3c3272e5d27b8100d078f91d422b4c94a5d9eebd8dbd79bbfcc6,9c77668ad5b48343f80b4a18e54eb1eda8189b6dc545ff7e295424f02de82428,08eb49ee92c7297a30a31c019f788344e3b8b91c2acc059ad119f9e0f7e37891
SRC030_TRIULVZ,SRC030,stage2_multi,tri_ulvz,SRC030_B0,3,A:ULVZ057:family_interpolant;B:ULVZ089:family_interpolant;C:ULVZ124:survey_family_sample,510,1530,25400,/scratch/yiy/ulvz/SRC030_TRIULVZ/DATABASES_MPI/,80,production_inputs/SRC030_TRIULVZ,7abcf88c6b982d185b0a29697715db363f93de9fc852bb8445054a93fc930190,417581b89fcf3c3272e5d27b8100d078f91d422b4c94a5d9eebd8dbd79bbfcc6,9c77668ad5b48343f80b4a18e54eb1eda8189b6dc545ff7e295424f02de82428,9d6a387bf38bba24806577515f6c454ab19c482eb836ffbc747b76f9e298e01a
SRC031_B0,SRC031,stage1_baseline,baseline,SRC031_B0,0,,510,1530,25400,/scratch/yiy/ulvz/SRC031_B0/DATABASES_MPI/,31,production_inputs/SRC031_B0,8588ec109fae118a59384d34bc30d3234141a9a7cc7c8c89cf2c4020123c1fae,00ea02e17d9a533c4a72e576d46eddaedbbeac4421588ac14a6474ba7e4f2c92,9c77668ad5b48343f80b4a18e54eb1eda8189b6dc545ff7e295424f02de82428,08eb49ee92c7297a30a31c019f788344e3b8b91c2acc059ad119f9e0f7e37891
SRC031_TRIULVZ,SRC031,stage2_multi,tri_ulvz,SRC031_B0,3,A:ULVZ112:survey_family_sample;B:ULVZ129:survey_family_sample;C:ULVZ131:survey_family_sample,510,1530,25400,/scratch/yiy/ulvz/SRC031_TRIULVZ/DATABASES_MPI/,81,production_inputs/SRC031_TRIULVZ,495ffcf3a9b026c1ef982bfd198fb1413f44e5c8ba110779746c8ab6e2d75ab1,00ea02e17d9a533c4a72e576d46eddaedbbeac4421588ac14a6474ba7e4f2c92,9c77668ad5b48343f80b4a18e54eb1eda8189b6dc545ff7e295424f02de82428,a67b853eae71ab39d402b28933ab600db551d5b14415acfbb6dfaa3b49ee2490
SRC032_B0,SRC032,stage1_baseline,baseline,SRC032_B0,0,,510,1530,25400,/scratch/yiy/ulvz/SRC032_B0/DATABASES_MPI/,32,production_inputs/SRC032_B0,835b6500d4b4587379604abf590a60a08b5535802670da42c5a685915cc52e99,a5d2f72c3ee5cf5047d4513cfe4101769a0588a206c3707e1c54fab596218f67,9c77668ad5b48343f80b4a18e54eb1eda8189b6dc545ff7e295424f02de82428,08eb49ee92c7297a30a31c019f788344e3b8b91c2acc059ad119f9e0f7e37891
SRC032_TRIULVZ,SRC032,stage2_multi,tri_ulvz,SRC032_B0,3,A:ULVZ034:family_interpolant;B:ULVZ114:survey_family_sample;C:ULVZ137:survey_family_sample,510,1530,25400,/scratch/yiy/ulvz/SRC032_TRIULVZ/DATABASES_MPI/,82,production_inputs/SRC032_TRIULVZ,a761eeba83c229f831e43903334bb547fcf9fbc5b9e52f568dcc2c357ac4e481,a5d2f72c3ee5cf5047d4513cfe4101769a0588a206c3707e1c54fab596218f67,9c77668ad5b48343f80b4a18e54eb1eda8189b6dc545ff7e295424f02de82428,8d2fc947e7a9fad590810af3d5fa83384b826eb5c4e5d230e47d366467109747
SRC033_B0,SRC033,stage1_baseline,baseline,SRC033_B0,0,,510,1530,25400,/scratch/yiy/ulvz/SRC033_B0/DATABASES_MPI/,33,production_inputs/SRC033_B0,8975ba2e936963d6eb54506c35bc4c07a0eeb0b2a52907554c3714b93fdc78c2,a04e7ad9ef70c71fc065c1efc96debb5a0e557780773387f0b6c32b7a8bbaa9a,9c77668ad5b48343f80b4a18e54eb1eda8189b6dc545ff7e295424f02de82428,08eb49ee92c7297a30a31c019f788344e3b8b91c2acc059ad119f9e0f7e37891
SRC033_TRIULVZ,SRC033,stage2_multi,tri_ulvz,SRC033_B0,3,A:ULVZ049:family_interpolant;B:ULVZ084:family_interpolant;C:ULVZ148:survey_family_sample,510,1530,25400,/scratch/yiy/ulvz/SRC033_TRIULVZ/DATABASES_MPI/,83,production_inputs/SRC033_TRIULVZ,1b232e9cb998f483552970bc7f2760eb9e1748b55c19a73102d9884e8a42aeb0,a04e7ad9ef70c71fc065c1efc96debb5a0e557780773387f0b6c32b7a8bbaa9a,9c77668ad5b48343f80b4a18e54eb1eda8189b6dc545ff7e295424f02de82428,9d322c4125b352aeeda7069ac359c4f582f7aa761185e26d8f92e47988e7a49d
SRC034_B0,SRC034,stage1_baseline,baseline,SRC034_B0,0,,510,1530,25400,/scratch/yiy/ulvz/SRC034_B0/DATABASES_MPI/,34,production_inputs/SRC034_B0,1ddbba90a77d609bbbce64dc92f39e0f9f0d32ac2bcbe537385634e47eb8ce10,098293e02183808402334433e60117ac4fa4ac035b885bb6a9d758bc0a7273b5,9c77668ad5b48343f80b4a18e54eb1eda8189b6dc545ff7e295424f02de82428,08eb49ee92c7297a30a31c019f788344e3b8b91c2acc059ad119f9e0f7e37891
SRC034_TRIULVZ,SRC034,stage2_multi,tri_ulvz,SRC034_B0,3,A:ULVZ147:survey_family_sample;B:ULVZ076:family_interpolant;C:ULVZ128:survey_family_sample,510,1530,25400,/scratch/yiy/ulvz/SRC034_TRIULVZ/DATABASES_MPI/,84,production_inputs/SRC034_TRIULVZ,116aa7261267a0b6315522df7c1bd4b9a545955ee858facf50ed03cd49360a66,098293e02183808402334433e60117ac4fa4ac035b885bb6a9d758bc0a7273b5,9c77668ad5b48343f80b4a18e54eb1eda8189b6dc545ff7e295424f02de82428,f315350c3107f4ac6dc5bfa54b80120fdaf6c5984f741db272aa4988247265b1
SRC035_B0,SRC035,stage1_baseline,baseline,SRC035_B0,0,,510,1530,25400,/scratch/yiy/ulvz/SRC035_B0/DATABASES_MPI/,35,production_inputs/SRC035_B0,425456f5de18e54b1d7b4816fbf57186495ce8fbb57081e91408f4af664adcdb,763109dd586621d0e36bb12800c5d21373c434f22090f44cf471ed6ff477c972,9c77668ad5b48343f80b4a18e54eb1eda8189b6dc545ff7e295424f02de82428,08eb49ee92c7297a30a31c019f788344e3b8b91c2acc059ad119f9e0f7e37891
SRC035_TRIULVZ,SRC035,stage2_multi,tri_ulvz,SRC035_B0,3,A:ULVZ091:family_interpolant;B:ULVZ012:legacy_parameter_anchor;C:ULVZ149:survey_family_sample,510,1530,25400,/scratch/yiy/ulvz/SRC035_TRIULVZ/DATABASES_MPI/,85,production_inputs/SRC035_TRIULVZ,c30a7c56be48d9fbcec495a2afdd65809b0978bded4711c56cf0f0c7e3ae15c5,763109dd586621d0e36bb12800c5d21373c434f22090f44cf471ed6ff477c972,9c77668ad5b48343f80b4a18e54eb1eda8189b6dc545ff7e295424f02de82428,c731e3decca28e04127d38f59688de87791a7af0c4567cdfa31a26dfefdcbe0a
SRC036_B0,SRC036,stage1_baseline,baseline,SRC036_B0,0,,510,1530,25400,/scratch/yiy/ulvz/SRC036_B0/DATABASES_MPI/,36,production_inputs/SRC036_B0,20dd355440b3bad9872181f54aed3b431152fce1f1fc5cd49c4ec901aa42a56b,9ddbb5f819392dfef9b7aefc72534463b76d2f0f7689d5de88574deac37c57c1,9c77668ad5b48343f80b4a18e54eb1eda8189b6dc545ff7e295424f02de82428,08eb49ee92c7297a30a31c019f788344e3b8b91c2acc059ad119f9e0f7e37891
SRC036_TRIULVZ,SRC036,stage2_multi,tri_ulvz,SRC036_B0,3,A:ULVZ110:survey_family_sample;B:ULVZ024:legacy_parameter_anchor;C:ULVZ067:family_interpolant,510,1530,25400,/scratch/yiy/ulvz/SRC036_TRIULVZ/DATABASES_MPI/,86,production_inputs/SRC036_TRIULVZ,da7c6a4dcf4e003f9ee9ed49f13a748f63888468adfb05dca9ff844964ffdcd8,9ddbb5f819392dfef9b7aefc72534463b76d2f0f7689d5de88574deac37c57c1,9c77668ad5b48343f80b4a18e54eb1eda8189b6dc545ff7e295424f02de82428,53058113166673aa2e8dd59e1d1bb608e425428bcd62e51ef8fa0ce3fd8b81b1
SRC037_B0,SRC037,stage1_baseline,baseline,SRC037_B0,0,,510,1530,25400,/scratch/yiy/ulvz/SRC037_B0/DATABASES_MPI/,37,production_inputs/SRC037_B0,fe755200be45ad935a557c48112a35ceb4cf8863dbc0d20655f17d4db0f56007,ff00743ad34a9a38e90ef38eae0cc240bbe560a92e65d8220b02ee910aa808ef,9c77668ad5b48343f80b4a18e54eb1eda8189b6dc545ff7e295424f02de82428,08eb49ee92c7297a30a31c019f788344e3b8b91c2acc059ad119f9e0f7e37891
SRC037_TRIULVZ,SRC037,stage2_multi,tri_ulvz,SRC037_B0,3,A:ULVZ029:legacy_parameter_anchor;B:ULVZ006:legacy_parameter_anchor;C:ULVZ065:family_interpolant,510,1530,25400,/scratch/yiy/ulvz/SRC037_TRIULVZ/DATABASES_MPI/,87,production_inputs/SRC037_TRIULVZ,1cf85ee44ca5ba6c2f1280aa2230ad041e938feef88c4892b09f6dc14d9be172,ff00743ad34a9a38e90ef38eae0cc240bbe560a92e65d8220b02ee910aa808ef,9c77668ad5b48343f80b4a18e54eb1eda8189b6dc545ff7e295424f02de82428,bb64b75b55dc4bea8ae3c965115a8b9dcba8b37dad090d73e4bd931bfede10f2
SRC038_B0,SRC038,stage1_baseline,baseline,SRC038_B0,0,,510,1530,25400,/scratch/yiy/ulvz/SRC038_B0/DATABASES_MPI/,38,production_inputs/SRC038_B0,725bc97ba828dcaa28e8114316dbdfaa866a1305d15b2d81f2f50c702640a0e9,513cd87457411285ca4ca1efe161d22bd2c6f01c823665f1f9641c48cab1f7bd,9c77668ad5b48343f80b4a18e54eb1eda8189b6dc545ff7e295424f02de82428,08eb49ee92c7297a30a31c019f788344e3b8b91c2acc059ad119f9e0f7e37891
SRC038_TRIULVZ,SRC038,stage2_multi,tri_ulvz,SRC038_B0,3,A:ULVZ127:survey_family_sample;B:ULVZ073:family_interpolant;C:ULVZ103:survey_family_sample,510,1530,25400,/scratch/yiy/ulvz/SRC038_TRIULVZ/DATABASES_MPI/,88,production_inputs/SRC038_TRIULVZ,47904038dbf7e5c6b561f58a566d3dfa24202280b63c72bab12405c3c67c6c3d,513cd87457411285ca4ca1efe161d22bd2c6f01c823665f1f9641c48cab1f7bd,9c77668ad5b48343f80b4a18e54eb1eda8189b6dc545ff7e295424f02de82428,37b447a9a1910f2d79ea02802b6c407e9ebe9ef9b40c2ee1b3015ed9c65305b5
SRC039_B0,SRC039,stage1_baseline,baseline,SRC039_B0,0,,510,1530,25400,/scratch/yiy/ulvz/SRC039_B0/DATABASES_MPI/,39,production_inputs/SRC039_B0,4a3344db04bc09aa2e0522857cfb60220396289887eff81113ee193ddb476d2c,f979f7531d01fd401b8e2014576b6f84348fa2d6b1b64b4c92020492413acf54,9c77668ad5b48343f80b4a18e54eb1eda8189b6dc545ff7e295424f02de82428,08eb49ee92c7297a30a31c019f788344e3b8b91c2acc059ad119f9e0f7e37891
SRC039_TRIULVZ,SRC039,stage2_multi,tri_ulvz,SRC039_B0,3,A:ULVZ088:family_interpolant;B:ULVZ064:family_interpolant;C:ULVZ094:family_interpolant,510,1530,25400,/scratch/yiy/ulvz/SRC039_TRIULVZ/DATABASES_MPI/,89,production_inputs/SRC039_TRIULVZ,6350637dec1dd3666059f191f2f700a1b6df6c7fd8229ea3575fd9e5dca5c020,f979f7531d01fd401b8e2014576b6f84348fa2d6b1b64b4c92020492413acf54,9c77668ad5b48343f80b4a18e54eb1eda8189b6dc545ff7e295424f02de82428,be573081f33322319d68c88053e526fd6a9b687b5ee932d6209b56919b4c91ba
SRC040_B0,SRC040,stage1_baseline,baseline,SRC040_B0,0,,510,1530,25400,/scratch/yiy/ulvz/SRC040_B0/DATABASES_MPI/,40,production_inputs/SRC040_B0,3833080ff60f6b69069244b7c9329145dfcd92de3f59988f8524377f911aa3f2,ff9f10244b28d3fea5e22489396599e90b5691acf5f3b556c842c4267e2549fb,9c77668ad5b48343f80b4a18e54eb1eda8189b6dc545ff7e295424f02de82428,08eb49ee92c7297a30a31c019f788344e3b8b91c2acc059ad119f9e0f7e37891
SRC040_TRIULVZ,SRC040,stage2_multi,tri_ulvz,SRC040_B0,3,A:ULVZ097:family_interpolant;B:ULVZ126:survey_family_sample;C:ULVZ044:family_interpolant,510,1530,25400,/scratch/yiy/ulvz/SRC040_TRIULVZ/DATABASES_MPI/,90,production_inputs/SRC040_TRIULVZ,39fb5b3dbdc5287e19a7ed4cf50f0951e016de6640f966af5c9334ea02771620,ff9f10244b28d3fea5e22489396599e90b5691acf5f3b556c842c4267e2549fb,9c77668ad5b48343f80b4a18e54eb1eda8189b6dc545ff7e295424f02de82428,f6ab55695fed4448fc1747cf66916962d1072b40a23d937e3bf6baad99eaafe0
SRC041_B0,SRC041,stage1_baseline,baseline,SRC041_B0,0,,510,1530,25400,/scratch/yiy/ulvz/SRC041_B0/DATABASES_MPI/,41,production_inputs/SRC041_B0,527f722b6467db4ca53c8278cfd9186800db223594468af43b0b6bd7de524ca8,a320f6766e361e8a37e6cb6c4a2df25f8ef385f607ef541d78ed28b2a1bf6978,9c77668ad5b48343f80b4a18e54eb1eda8189b6dc545ff7e295424f02de82428,08eb49ee92c7297a30a31c019f788344e3b8b91c2acc059ad119f9e0f7e37891
SRC041_TRIULVZ,SRC041,stage2_multi,tri_ulvz,SRC041_B0,3,A:ULVZ092:family_interpolant;B:ULVZ087:family_interpolant;C:ULVZ037:family_interpolant,510,1530,25400,/scratch/yiy/ulvz/SRC041_TRIULVZ/DATABASES_MPI/,91,production_inputs/SRC041_TRIULVZ,97ecf37e54f0333e77c348cc7e90b501cda8e0e8ee4cd66b70669123372e36f2,a320f6766e361e8a37e6cb6c4a2df25f8ef385f607ef541d78ed28b2a1bf6978,9c77668ad5b48343f80b4a18e54eb1eda8189b6dc545ff7e295424f02de82428,5ec730784b03273f454a75d4b659bb2e565baed1c161bcdfb07567acb741aca5
SRC042_B0,SRC042,stage1_baseline,baseline,SRC042_B0,0,,510,1530,25400,/scratch/yiy/ulvz/SRC042_B0/DATABASES_MPI/,42,production_inputs/SRC042_B0,0175b05d7057ca99097cee6848019c6ec342daa2ededb3ebf78a75ef2befc874,dc8dd91ab2bd758d85d68ee743fcc354767ef2ca25b1c0ea46620e0a79766e96,9c77668ad5b48343f80b4a18e54eb1eda8189b6dc545ff7e295424f02de82428,08eb49ee92c7297a30a31c019f788344e3b8b91c2acc059ad119f9e0f7e37891
SRC042_TRIULVZ,SRC042,stage2_multi,tri_ulvz,SRC042_B0,3,A:ULVZ082:family_interpolant;B:ULVZ100:survey_family_sample;C:ULVZ145:survey_family_sample,510,1530,25400,/scratch/yiy/ulvz/SRC042_TRIULVZ/DATABASES_MPI/,92,production_inputs/SRC042_TRIULVZ,2742a62a10d52f58dcc851761193df16ca26510df14a61c28070a87735cc8558,dc8dd91ab2bd758d85d68ee743fcc354767ef2ca25b1c0ea46620e0a79766e96,9c77668ad5b48343f80b4a18e54eb1eda8189b6dc545ff7e295424f02de82428,6f06ba61d9255c59a332e05abf92ac74b09be7cd098e6325c30851dfa338388a
SRC043_B0,SRC043,stage1_baseline,baseline,SRC043_B0,0,,510,1530,25400,/scratch/yiy/ulvz/SRC043_B0/DATABASES_MPI/,43,production_inputs/SRC043_B0,03a9f0e2260f4cb787fb1664f397f2e149ebad0cd3c2d545e69bcfa1c0c96bb4,cc5b1e5df005b42c2d6ef7c62e9a147fe714e93cb0d511c37a0483ad71c87655,9c77668ad5b48343f80b4a18e54eb1eda8189b6dc545ff7e295424f02de82428,08eb49ee92c7297a30a31c019f788344e3b8b91c2acc059ad119f9e0f7e37891
SRC043_TRIULVZ,SRC043,stage2_multi,tri_ulvz,SRC043_B0,3,A:ULVZ144:survey_family_sample;B:ULVZ027:legacy_parameter_anchor;C:ULVZ048:family_interpolant,510,1530,25400,/scratch/yiy/ulvz/SRC043_TRIULVZ/DATABASES_MPI/,93,production_inputs/SRC043_TRIULVZ,4a41775fe54198c79b623c035bde356d136a6159a8cbc1f8c55584dc6b3dd2aa,cc5b1e5df005b42c2d6ef7c62e9a147fe714e93cb0d511c37a0483ad71c87655,9c77668ad5b48343f80b4a18e54eb1eda8189b6dc545ff7e295424f02de82428,9206e9f518b0fe896e4cd2cd365c2adc541ea8758fc16873779066b0664c46bd
SRC044_B0,SRC044,stage1_baseline,baseline,SRC044_B0,0,,510,1530,25400,/scratch/yiy/ulvz/SRC044_B0/DATABASES_MPI/,44,production_inputs/SRC044_B0,567199a0267d3da1ee4a627b3e224e906e63498aa9d978b3d33773f9162c3c26,3f84fc438a87fe05b9dad804079706ef58e882da16bd5413e4ba6a588ac1186d,9c77668ad5b48343f80b4a18e54eb1eda8189b6dc545ff7e295424f02de82428,08eb49ee92c7297a30a31c019f788344e3b8b91c2acc059ad119f9e0f7e37891
SRC044_TRIULVZ,SRC044,stage2_multi,tri_ulvz,SRC044_B0,3,A:ULVZ041:family_interpolant;B:ULVZ070:family_interpolant;C:ULVZ108:survey_family_sample,510,1530,25400,/scratch/yiy/ulvz/SRC044_TRIULVZ/DATABASES_MPI/,94,production_inputs/SRC044_TRIULVZ,393a5c2893c959c4947e97be19f5b8033751f2ece91ed4d79965d3132ef0634c,3f84fc438a87fe05b9dad804079706ef58e882da16bd5413e4ba6a588ac1186d,9c77668ad5b48343f80b4a18e54eb1eda8189b6dc545ff7e295424f02de82428,342d15031f66f005e9826667d09ab1c3d11f24aada2840da84c4b90305636f6e
SRC045_B0,SRC045,stage1_baseline,baseline,SRC045_B0,0,,510,1530,25400,/scratch/yiy/ulvz/SRC045_B0/DATABASES_MPI/,45,production_inputs/SRC045_B0,caa0922b9355d6f53f8fec4267c1ecc4b7805272cc2689d2105cc37137efb83d,ff28c890337b5b7761571c47df5604bdd35c556f993e2d99a90925c87d309111,9c77668ad5b48343f80b4a18e54eb1eda8189b6dc545ff7e295424f02de82428,08eb49ee92c7297a30a31c019f788344e3b8b91c2acc059ad119f9e0f7e37891
SRC045_TRIULVZ,SRC045,stage2_multi,tri_ulvz,SRC045_B0,3,A:ULVZ132:survey_family_sample;B:ULVZ102:survey_family_sample;C:ULVZ036:family_interpolant,510,1530,25400,/scratch/yiy/ulvz/SRC045_TRIULVZ/DATABASES_MPI/,95,production_inputs/SRC045_TRIULVZ,9906d87f0a99dfa3130be790a74b313288f64e1adc72a38166860a8c1bb75902,ff28c890337b5b7761571c47df5604bdd35c556f993e2d99a90925c87d309111,9c77668ad5b48343f80b4a18e54eb1eda8189b6dc545ff7e295424f02de82428,086f5cb701129dd17cba2716bc9555862c86992655a8f75bcda543b0aa9c2dc0
SRC046_B0,SRC046,stage1_baseline,baseline,SRC046_B0,0,,510,1530,25400,/scratch/yiy/ulvz/SRC046_B0/DATABASES_MPI/,46,production_inputs/SRC046_B0,1a8a31496f21075bd8c7a0233e1f62cd8dd1bd421b5033dd4ee22192478516b3,e701606c085e0c82daf88cd28bdd5653647d116823f21fc60c17516861da3991,9c77668ad5b48343f80b4a18e54eb1eda8189b6dc545ff7e295424f02de82428,08eb49ee92c7297a30a31c019f788344e3b8b91c2acc059ad119f9e0f7e37891
